dataset,method,track,level,outer_seed,cells,macro_f1_mean,macro_f1_std,auprc_mean,auprc_std,far_mean,far_std,fault_recall_mean,fault_recall_std,early_recall_mean,early_recall_std,detection_delay_mean,detection_delay_std,worst_cell_macro_f1,worst_outer_seed,worst_model_seed,worst_run_id
TEP,SCALING,TRACK_A_FROZEN_PAPER_FINAL_REFERENCE,overall,ALL,15,0.9458356848903721,0.02540705369521446,0.9847488151248083,0.010395052403240318,0.02038101092634648,0.006523284545848328,0.9075271381838942,0.06154975799458435,0.8783333333333333,0.09786257371096124,85.27293747188484,10.776875163956856,0.9011241360827655,32001,2026,tep-outer32001-seed2026-scaling
TEP,SoftCLT,TRACK_A_MECHANISM_ADAPTATION,split,32001,5,0.7605003595951645,0.007756204424564755,0.851551457500005,0.009034998527040582,0.16175462645647704,0.04339459625933932,0.6788542544229148,0.03930506960281562,0.54375,0.043075152350281955,139.7749257759784,9.907210402870632,,,,
TEP,SoftCLT,TRACK_A_MECHANISM_ADAPTATION,split,32002,5,0.7530107803766948,0.011409725264845122,0.8434323000432224,0.012091036640494957,0.06438258386866523,0.03200232261678889,0.5700084245998315,0.021989658029475532,0.52625,0.025920551691659646,133.7543489190548,12.204351005732848,,,,
TEP,SoftCLT,TRACK_A_MECHANISM_ADAPTATION,split,32003,5,0.7404051661850275,0.01074330088040949,0.8272643371089622,0.006385794152655338,0.05879945429740792,0.02539679871597954,0.5399006622516557,0.0367394887163524,0.505,0.029448047473474383,147.10184002184002,12.12686546306386,,,,
TEP,SoftCLT,TRACK_A_MECHANISM_ADAPTATION,overall,ALL,15,0.7513054353856289,0.010155557626325517,0.8407493648840632,0.01236384487218446,0.09497888820751672,0.05789682416137009,0.5962544470914674,0.07310037938887692,0.5249999999999999,0.019405218370325005,140.21037157229108,6.68439148059698,0.7316044397240928,32003,7,tep-outer32003-seed7-softclt
TEP,TF-C,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32001,5,0.822186022999712,0.002829547247320337,0.8971478018699524,0.00424900741606053,0.07580534612748457,0.007423243627998525,0.7112047177759057,0.006644227178813938,0.6387500000000002,0.01556237449748591,100.59368421052632,10.12407336479961,,,,
TEP,TF-C,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32002,5,0.799818432638487,0.0044128676002103025,0.8890263660827401,0.0051319251167602645,0.08408279800142755,0.02179881336491671,0.677843302443134,0.019582438208267237,0.6512499999999999,0.019465514377996773,106.01948717948719,6.54453001443161,,,,
TEP,TF-C,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32003,5,0.7896624177881426,0.007748082596472866,0.8783618140977094,0.004065411604226396,0.12278308321964529,0.06341041519379831,0.6973509933774833,0.05463450731050737,0.6737500000000001,0.0750520652613904,102.59794871794873,14.52375668407721,,,,
TEP,TF-C,TRACK_B_METHOD_NATIVE_REPRESENTATION,overall,ALL,15,0.8038889578087804,0.016639504360436968,0.8881786606834673,0.009421639320080265,0.09422374244951914,0.02507700164093592,0.6954663378655077,0.016760368523709105,0.6545833333333334,0.01773649721149395,103.07037336932075,2.7435785487049786,0.775884142362783,32003,2026,tep-outer32003-seed2026-tf_c
TEP,TS2Vec,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32001,5,0.780407772601551,0.008949015665249823,0.8730666386460888,0.0034057640801194084,0.1654557916381083,0.05202414521100191,0.7235046335299072,0.038851017429684616,0.55,0.06011057519272295,128.21700404858302,12.847439487630197,,,,
TEP,TS2Vec,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32002,5,0.7688859912790397,0.005365568568774574,0.859680921287206,0.0038306484597358556,0.14346895074946467,0.024844117464606873,0.6775063184498736,0.02778458057999083,0.6087499999999999,0.05772374944509408,122.17973009446696,15.037175133374463,,,,
TEP,TS2Vec,TRACK_B_METHOD_NATIVE_REPRESENTATION,split,32003,5,0.7476714160690652,0.015603006455450166,0.841091704249916,0.015219121608278105,0.14529331514324692,0.023654216759071898,0.6364238410596027,0.03318700246454781,0.55,0.020728904939721234,129.30769230769232,8.086644536231226,,,,
TEP,TS2Vec,TRACK_B_METHOD_NATIVE_REPRESENTATION,overall,ALL,15,0.7656550599832187,0.01660561493996065,0.8579464213944036,0.01605787890160116,0.15140601917693997,0.01220160464931881,0.6791449310131279,0.043563515614139806,0.5695833333333333,0.03391932831489043,126.56814215024743,3.8394036643897276,0.7267410749897054,32003,44,tep-outer32003-seed44-ts2vec
TEP,UNIFORM_DIFFUSION,TRACK_A_FROZEN_PAPER_FINAL_REFERENCE,split,32001,5,0.9396034927865431,0.02205114221360873,0.9804986213413777,0.011587078989296857,0.023989033584647018,0.016598877365746858,0.8973883740522325,0.030383503539747166,0.8412499999999999,0.05922678870241067,88.4680971659919,8.065913175261056,,,,
TEP,UNIFORM_DIFFUSION,TRACK_A_FROZEN_PAPER_FINAL_REFERENCE,split,32002,5,0.9258215755548852,0.011988253445146148,0.9784254071330147,0.009451154122395002,0.015274803711634546,0.006173232922323954,0.8594776748104465,0.022364099550762167,0.8099999999999999,0.020058508169851528,93.36564102564103,6.350839399499725,,,,
TEP,UNIFORM_DIFFUSION,TRACK_A_FROZEN_PAPER_FINAL_REFERENCE,split,32003,5,0.9751492650046945,0.004287213032916636,0.9971719678492779,0.001044448358770317,0.019918144611186902,0.006549852051382157,0.9697019867549669,0.0034431513813055342,0.9875,0.008838834764831872,73.16,0.4560701700396567,,,,
TEP,UNIFORM_DIFFUSION,TRACK_A_FROZEN_PAPER_FINAL_REFERENCE,overall,ALL,15,0.9468581111153741,0.025451470526021976,0.98536533210789,0.010277258386155372,0.01972732730248949,0.00436024758516069,0.9088560118725485,0.055999819408585554,0.8795833333333333,0.09475571662613999,84.99791273054431,10.540332884984421,0.9023595586739215,32001,2026,tep-outer32001-seed2026-uniform_diffusion
