baseline,class,delta_accuracy,instance_id,lost_windows,rescued_windows,seed,well_id,windows
FRERA,9,0.0,WELL-00035_20190823193122,0,0,43,WELL-00035,782
JITTER_SCALING,9,0.0,WELL-00035_20190823193122,0,0,43,WELL-00035,782
FRERA,9,0.0,WELL-00035_20190823193122,0,0,44,WELL-00035,782
JITTER_SCALING,9,0.0,WELL-00035_20190823193122,0,0,44,WELL-00035,782
FRERA,9,0.0,WELL-00035_20190823193122,0,0,45,WELL-00035,782
JITTER_SCALING,9,0.0,WELL-00035_20190823193122,0,0,45,WELL-00035,782
FRERA,9,0.0,WELL-00035_20190823193122,0,0,46,WELL-00035,782
JITTER_SCALING,9,0.0,WELL-00035_20190823193122,0,0,46,WELL-00035,782
FRERA,9,0.0,WELL-00035_20190824140503,0,0,42,WELL-00035,325
JITTER_SCALING,9,0.0,WELL-00035_20190824140503,0,0,42,WELL-00035,325
FRERA,9,0.0,WELL-00035_20190824140503,0,0,43,WELL-00035,325
JITTER_SCALING,9,0.0,WELL-00035_20190824140503,0,0,43,WELL-00035,325
FRERA,9,0.0,WELL-00035_20190824140503,0,0,44,WELL-00035,325
JITTER_SCALING,9,0.0,WELL-00035_20190824140503,0,0,44,WELL-00035,325
FRERA,9,0.0,WELL-00035_20190824140503,0,0,45,WELL-00035,325
JITTER_SCALING,9,0.0,WELL-00035_20190824140503,0,0,45,WELL-00035,325
FRERA,9,0.0,WELL-00035_20190824140503,0,0,46,WELL-00035,325
JITTER_SCALING,9,0.0,WELL-00035_20190824140503,0,0,46,WELL-00035,325
FRERA,9,0.0,WELL-00035_20190827090706,0,0,42,WELL-00035,1669
JITTER_SCALING,9,0.0,WELL-00035_20190827090706,0,0,42,WELL-00035,1669
FRERA,9,0.0,WELL-00035_20190827090706,0,0,43,WELL-00035,1669
JITTER_SCALING,9,0.0,WELL-00035_20190827090706,0,0,43,WELL-00035,1669
FRERA,9,0.0,WELL-00035_20190827090706,0,0,44,WELL-00035,1669
JITTER_SCALING,9,0.0,WELL-00035_20190827090706,0,0,44,WELL-00035,1669
FRERA,9,0.0,WELL-00035_20190827090706,0,0,45,WELL-00035,1669
JITTER_SCALING,9,0.0,WELL-00035_20190827090706,0,0,45,WELL-00035,1669
FRERA,9,0.0,WELL-00035_20190827090706,0,0,46,WELL-00035,1669
JITTER_SCALING,9,0.0,WELL-00035_20190827090706,0,0,46,WELL-00035,1669
FRERA,9,0.0,WELL-00035_20190923023106,0,0,42,WELL-00035,223
JITTER_SCALING,9,0.0,WELL-00035_20190923023106,0,0,42,WELL-00035,223
FRERA,9,0.0,WELL-00035_20190923023106,0,0,43,WELL-00035,223
JITTER_SCALING,9,0.0,WELL-00035_20190923023106,0,0,43,WELL-00035,223
FRERA,9,0.0,WELL-00035_20190923023106,0,0,44,WELL-00035,223
JITTER_SCALING,9,0.0,WELL-00035_20190923023106,0,0,44,WELL-00035,223
FRERA,9,0.0,WELL-00035_20190923023106,0,0,45,WELL-00035,223
JITTER_SCALING,9,0.0,WELL-00035_20190923023106,0,0,45,WELL-00035,223
FRERA,9,0.0,WELL-00035_20190923023106,0,0,46,WELL-00035,223
JITTER_SCALING,9,0.0,WELL-00035_20190923023106,0,0,46,WELL-00035,223
FRERA,9,0.0,WELL-00035_20190925061122,0,0,42,WELL-00035,3567
JITTER_SCALING,9,0.0,WELL-00035_20190925061122,0,0,42,WELL-00035,3567
FRERA,9,0.0,WELL-00035_20190925061122,0,0,43,WELL-00035,3567
JITTER_SCALING,9,0.0,WELL-00035_20190925061122,0,0,43,WELL-00035,3567
FRERA,9,0.0,WELL-00035_20190925061122,0,0,44,WELL-00035,3567
JITTER_SCALING,9,0.0,WELL-00035_20190925061122,0,0,44,WELL-00035,3567
FRERA,9,0.0,WELL-00035_20190925061122,0,0,45,WELL-00035,3567
JITTER_SCALING,9,0.0,WELL-00035_20190925061122,0,0,45,WELL-00035,3567
FRERA,9,0.0,WELL-00035_20190925061122,0,0,46,WELL-00035,3567
JITTER_SCALING,9,0.0,WELL-00035_20190925061122,0,0,46,WELL-00035,3567
