dataset,channel,frequency_bin,unsafe_rate,safe_prob,valid_support
TEP,22,16,0.0,1.0,6
TEP,22,17,0.33333334,0.6666667,6
TEP,22,18,0.0,1.0,6
TEP,22,19,0.0,1.0,6
TEP,22,20,0.0,1.0,6
TEP,22,21,0.0,1.0,6
TEP,22,22,0.0,1.0,6
TEP,22,23,0.33333334,0.6666667,6
TEP,22,24,0.33333334,0.6666667,6
TEP,22,25,0.0,1.0,6
TEP,22,26,0.16666667,0.8333333,6
TEP,22,27,0.16666667,0.8333333,6
TEP,22,28,0.0,1.0,6
TEP,22,29,0.0,1.0,6
TEP,22,30,0.0,1.0,6
TEP,22,31,0.0,1.0,6
TEP,22,32,0.16666667,0.8333333,6
TEP,23,0,0.0,1.0,6
TEP,23,1,0.0,1.0,6
TEP,23,2,0.33333334,0.6666667,6
TEP,23,3,0.16666667,0.8333333,6
TEP,23,4,0.5,0.5,6
TEP,23,5,0.16666667,0.8333333,6
TEP,23,6,0.0,1.0,6
TEP,23,7,0.0,1.0,6
TEP,23,8,0.0,1.0,6
TEP,23,9,0.0,1.0,6
TEP,23,10,0.16666667,0.8333333,6
TEP,23,11,0.0,1.0,6
TEP,23,12,0.0,1.0,6
TEP,23,13,0.0,1.0,6
TEP,23,14,0.0,1.0,6
TEP,23,15,0.16666667,0.8333333,6
TEP,23,16,0.0,1.0,6
TEP,23,17,0.16666667,0.8333333,6
TEP,23,18,0.16666667,0.8333333,6
TEP,23,19,0.0,1.0,6
TEP,23,20,0.0,1.0,6
TEP,23,21,0.0,1.0,6
TEP,23,22,0.0,1.0,6
TEP,23,23,0.0,1.0,6
TEP,23,24,0.0,1.0,6
TEP,23,25,0.0,1.0,6
TEP,23,26,0.0,1.0,6
TEP,23,27,0.16666667,0.8333333,6
TEP,23,28,0.0,1.0,6
TEP,23,29,0.0,1.0,6
TEP,23,30,0.16666667,0.8333333,6
TEP,23,31,0.16666667,0.8333333,6
TEP,23,32,0.0,1.0,6
TEP,24,0,0.0,1.0,6
TEP,24,1,0.0,1.0,6
TEP,24,2,0.33333334,0.6666667,6
TEP,24,3,0.0,1.0,6
TEP,24,4,0.33333334,0.6666667,6
TEP,24,5,0.0,1.0,6
TEP,24,6,0.0,1.0,6
TEP,24,7,0.0,1.0,6
TEP,24,8,0.33333334,0.6666667,6
TEP,24,9,0.0,1.0,6
TEP,24,10,0.33333334,0.6666667,6
TEP,24,11,0.33333334,0.6666667,6
TEP,24,12,0.0,1.0,6
TEP,24,13,0.5,0.5,6
TEP,24,14,0.0,1.0,6
TEP,24,15,0.16666667,0.8333333,6
TEP,24,16,0.0,1.0,6
TEP,24,17,0.16666667,0.8333333,6
TEP,24,18,0.0,1.0,6
TEP,24,19,0.16666667,0.8333333,6
TEP,24,20,0.0,1.0,6
TEP,24,21,0.33333334,0.6666667,6
TEP,24,22,0.16666667,0.8333333,6
TEP,24,23,0.16666667,0.8333333,6
TEP,24,24,0.16666667,0.8333333,6
TEP,24,25,0.16666667,0.8333333,6
TEP,24,26,0.0,1.0,6
TEP,24,27,0.0,1.0,6
TEP,24,28,0.16666667,0.8333333,6
TEP,24,29,0.5,0.5,6
TEP,24,30,0.33333334,0.6666667,6
TEP,24,31,0.16666667,0.8333333,6
TEP,24,32,0.16666667,0.8333333,6
TEP,25,0,0.0,1.0,6
TEP,25,1,0.0,1.0,6
TEP,25,2,0.16666667,0.8333333,6
TEP,25,3,0.0,1.0,6
TEP,25,4,0.16666667,0.8333333,6
TEP,25,5,0.16666667,0.8333333,6
TEP,25,6,0.0,1.0,6
TEP,25,7,0.0,1.0,6
TEP,25,8,0.16666667,0.8333333,6
TEP,25,9,0.0,1.0,6
TEP,25,10,0.0,1.0,6
TEP,25,11,0.0,1.0,6
TEP,25,12,0.0,1.0,6
TEP,25,13,0.0,1.0,6
TEP,25,14,0.0,1.0,6
TEP,25,15,0.0,1.0,6
TEP,25,16,0.33333334,0.6666667,6
TEP,25,17,0.16666667,0.8333333,6
TEP,25,18,0.0,1.0,6
TEP,25,19,0.0,1.0,6
TEP,25,20,0.0,1.0,6
TEP,25,21,0.0,1.0,6
TEP,25,22,0.0,1.0,6
TEP,25,23,0.0,1.0,6
TEP,25,24,0.0,1.0,6
TEP,25,25,0.0,1.0,6
TEP,25,26,0.0,1.0,6
TEP,25,27,0.0,1.0,6
TEP,25,28,0.16666667,0.8333333,6
TEP,25,29,0.0,1.0,6
TEP,25,30,0.0,1.0,6
TEP,25,31,0.0,1.0,6
TEP,25,32,0.0,1.0,6
TEP,26,0,0.0,1.0,6
TEP,26,1,0.0,1.0,6
TEP,26,2,0.0,1.0,6
TEP,26,3,0.5,0.5,6
TEP,26,4,0.0,1.0,6
TEP,26,5,0.0,1.0,6
TEP,26,6,0.5,0.5,6
TEP,26,7,0.33333334,0.6666667,6
TEP,26,8,0.0,1.0,6
TEP,26,9,0.16666667,0.8333333,6
TEP,26,10,0.16666667,0.8333333,6
TEP,26,11,0.0,1.0,6
TEP,26,12,0.0,1.0,6
TEP,26,13,0.0,1.0,6
TEP,26,14,0.5,0.5,6
TEP,26,15,0.33333334,0.6666667,6
TEP,26,16,0.0,1.0,6
TEP,26,17,0.33333334,0.6666667,6
TEP,26,18,0.5,0.5,6
TEP,26,19,0.0,1.0,6
TEP,26,20,0.0,1.0,6
TEP,26,21,0.0,1.0,6
TEP,26,22,0.33333334,0.6666667,6
TEP,26,23,0.33333334,0.6666667,6
TEP,26,24,0.16666667,0.8333333,6
TEP,26,25,0.33333334,0.6666667,6
TEP,26,26,0.0,1.0,6
TEP,26,27,0.16666667,0.8333333,6
TEP,26,28,0.16666667,0.8333333,6
TEP,26,29,0.33333334,0.6666667,6
TEP,26,30,0.33333334,0.6666667,6
TEP,26,31,0.33333334,0.6666667,6
TEP,26,32,0.0,1.0,6
TEP,27,0,0.0,1.0,6
TEP,27,1,0.0,1.0,6
TEP,27,2,0.0,1.0,6
TEP,27,3,0.0,1.0,6
TEP,27,4,0.0,1.0,6
TEP,27,5,0.0,1.0,6
TEP,27,6,0.0,1.0,6
TEP,27,7,0.0,1.0,6
TEP,27,8,0.16666667,0.8333333,6
TEP,27,9,0.0,1.0,6
TEP,27,10,0.0,1.0,6
TEP,27,11,0.0,1.0,6
TEP,27,12,0.0,1.0,6
TEP,27,13,0.0,1.0,6
TEP,27,14,0.0,1.0,6
TEP,27,15,0.0,1.0,6
TEP,27,16,0.0,1.0,6
TEP,27,17,0.0,1.0,6
TEP,27,18,0.0,1.0,6
TEP,27,19,0.0,1.0,6
TEP,27,20,0.0,1.0,6
TEP,27,21,0.0,1.0,6
TEP,27,22,0.0,1.0,6
TEP,27,23,0.16666667,0.8333333,6
TEP,27,24,0.16666667,0.8333333,6
TEP,27,25,0.0,1.0,6
TEP,27,26,0.0,1.0,6
TEP,27,27,0.0,1.0,6
TEP,27,28,0.16666667,0.8333333,6
TEP,27,29,0.0,1.0,6
TEP,27,30,0.0,1.0,6
TEP,27,31,0.16666667,0.8333333,6
TEP,27,32,0.0,1.0,6
TEP,28,0,0.0,1.0,6
TEP,28,1,0.0,1.0,6
TEP,28,2,0.16666667,0.8333333,6
TEP,28,3,0.5,0.5,6
TEP,28,4,0.0,1.0,6
TEP,28,5,0.0,1.0,6
TEP,28,6,0.16666667,0.8333333,6
TEP,28,7,0.16666667,0.8333333,6
TEP,28,8,0.0,1.0,6
TEP,28,9,0.0,1.0,6
TEP,28,10,0.16666667,0.8333333,6
TEP,28,11,0.16666667,0.8333333,6
TEP,28,12,0.16666667,0.8333333,6
TEP,28,13,0.0,1.0,6
TEP,28,14,0.0,1.0,6
TEP,28,15,0.16666667,0.8333333,6
TEP,28,16,0.0,1.0,6
TEP,28,17,0.16666667,0.8333333,6
TEP,28,18,0.16666667,0.8333333,6
TEP,28,19,0.0,1.0,6
TEP,28,20,0.16666667,0.8333333,6
TEP,28,21,0.33333334,0.6666667,6
TEP,28,22,0.33333334,0.6666667,6
TEP,28,23,0.0,1.0,6
TEP,28,24,0.33333334,0.6666667,6
TEP,28,25,0.5,0.5,6
TEP,28,26,0.0,1.0,6
TEP,28,27,0.5,0.5,6
TEP,28,28,0.0,1.0,6
TEP,28,29,0.16666667,0.8333333,6
TEP,28,30,0.16666667,0.8333333,6
TEP,28,31,0.0,1.0,6
TEP,28,32,0.16666667,0.8333333,6
TEP,29,0,0.0,1.0,6
TEP,29,1,0.0,1.0,6
TEP,29,2,0.16666667,0.8333333,6
TEP,29,3,0.16666667,0.8333333,6
TEP,29,4,0.0,1.0,6
TEP,29,5,0.16666667,0.8333333,6
TEP,29,6,0.0,1.0,6
TEP,29,7,0.0,1.0,6
TEP,29,8,0.0,1.0,6
TEP,29,9,0.0,1.0,6
TEP,29,10,0.33333334,0.6666667,6
TEP,29,11,0.0,1.0,6
TEP,29,12,0.0,1.0,6
TEP,29,13,0.0,1.0,6
TEP,29,14,0.0,1.0,6
TEP,29,15,0.33333334,0.6666667,6
TEP,29,16,0.16666667,0.8333333,6
TEP,29,17,0.33333334,0.6666667,6
TEP,29,18,0.16666667,0.8333333,6
TEP,29,19,0.33333334,0.6666667,6
TEP,29,20,0.0,1.0,6
TEP,29,21,0.0,1.0,6
TEP,29,22,0.0,1.0,6
TEP,29,23,0.0,1.0,6
TEP,29,24,0.0,1.0,6
TEP,29,25,0.0,1.0,6
TEP,29,26,0.33333334,0.6666667,6
TEP,29,27,0.16666667,0.8333333,6
TEP,29,28,0.0,1.0,6
TEP,29,29,0.0,1.0,6
TEP,29,30,0.0,1.0,6
TEP,29,31,0.5,0.5,6
TEP,29,32,0.16666667,0.8333333,6
TEP,30,0,0.16666667,0.8333333,6
TEP,30,1,0.0,1.0,6
TEP,30,2,0.0,1.0,6
TEP,30,3,0.0,1.0,6
TEP,30,4,0.0,1.0,6
TEP,30,5,0.0,1.0,6
TEP,30,6,0.0,1.0,6
TEP,30,7,0.0,1.0,6
TEP,30,8,0.0,1.0,6
TEP,30,9,0.0,1.0,6
TEP,30,10,0.0,1.0,6
TEP,30,11,0.0,1.0,6
TEP,30,12,0.16666667,0.8333333,6
TEP,30,13,0.16666667,0.8333333,6
TEP,30,14,0.0,1.0,6
TEP,30,15,0.0,1.0,6
TEP,30,16,0.33333334,0.6666667,6
TEP,30,17,0.0,1.0,6
TEP,30,18,0.0,1.0,6
TEP,30,19,0.16666667,0.8333333,6
TEP,30,20,0.6666667,0.33333334,6
TEP,30,21,0.0,1.0,6
TEP,30,22,0.0,1.0,6
TEP,30,23,0.0,1.0,6
TEP,30,24,0.5,0.5,6
TEP,30,25,0.0,1.0,6
TEP,30,26,0.0,1.0,6
TEP,30,27,0.0,1.0,6
TEP,30,28,0.0,1.0,6
TEP,30,29,0.6666667,0.33333334,6
TEP,30,30,0.0,1.0,6
TEP,30,31,0.0,1.0,6
TEP,30,32,0.0,1.0,6
TEP,31,0,0.6666667,0.33333334,6
TEP,31,1,0.0,1.0,6
TEP,31,2,0.0,1.0,6
TEP,31,3,0.0,1.0,6
TEP,31,4,0.0,1.0,6
TEP,31,5,0.0,1.0,6
TEP,31,6,0.0,1.0,6
TEP,31,7,0.0,1.0,6
TEP,31,8,0.0,1.0,6
TEP,31,9,0.0,1.0,6
TEP,31,10,0.0,1.0,6
TEP,31,11,0.0,1.0,6
TEP,31,12,0.16666667,0.8333333,6
TEP,31,13,0.0,1.0,6
TEP,31,14,0.0,1.0,6
TEP,31,15,0.0,1.0,6
TEP,31,16,0.0,1.0,6
TEP,31,17,0.0,1.0,6
TEP,31,18,0.0,1.0,6
TEP,31,19,0.0,1.0,6
TEP,31,20,0.16666667,0.8333333,6
TEP,31,21,0.0,1.0,6
TEP,31,22,0.16666667,0.8333333,6
TEP,31,23,0.0,1.0,6
TEP,31,24,0.0,1.0,6
TEP,31,25,0.0,1.0,6
TEP,31,26,0.0,1.0,6
TEP,31,27,0.0,1.0,6
TEP,31,28,0.0,1.0,6
TEP,31,29,0.0,1.0,6
TEP,31,30,0.0,1.0,6
TEP,31,31,0.0,1.0,6
TEP,31,32,0.0,1.0,6
TEP,32,0,0.0,1.0,6
TEP,32,1,0.0,1.0,6
TEP,32,2,0.0,1.0,6
TEP,32,3,0.33333334,0.6666667,6
TEP,32,4,0.33333334,0.6666667,6
TEP,32,5,0.0,1.0,6
TEP,32,6,0.33333334,0.6666667,6
TEP,32,7,0.0,1.0,6
TEP,32,8,0.5,0.5,6
TEP,32,9,0.16666667,0.8333333,6
TEP,32,10,0.0,1.0,6
TEP,32,11,0.33333334,0.6666667,6
TEP,32,12,0.16666667,0.8333333,6
TEP,32,13,0.0,1.0,6
TEP,32,14,0.16666667,0.8333333,6
TEP,32,15,0.16666667,0.8333333,6
TEP,32,16,0.33333334,0.6666667,6
TEP,32,17,0.33333334,0.6666667,6
TEP,32,18,0.33333334,0.6666667,6
TEP,32,19,0.0,1.0,6
TEP,32,20,0.33333334,0.6666667,6
TEP,32,21,0.33333334,0.6666667,6
TEP,32,22,0.0,1.0,6
TEP,32,23,0.0,1.0,6
TEP,32,24,0.5,0.5,6
TEP,32,25,0.33333334,0.6666667,6
TEP,32,26,0.5,0.5,6
TEP,32,27,0.0,1.0,6
TEP,32,28,0.33333334,0.6666667,6
TEP,32,29,0.0,1.0,6
TEP,32,30,0.5,0.5,6
TEP,32,31,0.0,1.0,6
TEP,32,32,0.0,1.0,6
TEP,33,0,0.16666667,0.8333333,6
TEP,33,1,0.0,1.0,6
TEP,33,2,0.0,1.0,6
TEP,33,3,0.16666667,0.8333333,6
TEP,33,4,0.33333334,0.6666667,6
TEP,33,5,0.6666667,0.33333334,6
TEP,33,6,0.0,1.0,6
TEP,33,7,0.16666667,0.8333333,6
TEP,33,8,0.16666667,0.8333333,6
TEP,33,9,0.0,1.0,6
TEP,33,10,0.16666667,0.8333333,6
TEP,33,11,0.33333334,0.6666667,6
TEP,33,12,0.0,1.0,6
TEP,33,13,0.0,1.0,6
TEP,33,14,0.16666667,0.8333333,6
TEP,33,15,0.16666667,0.8333333,6
TEP,33,16,0.0,1.0,6
TEP,33,17,0.16666667,0.8333333,6
TEP,33,18,0.0,1.0,6
TEP,33,19,0.16666667,0.8333333,6
TEP,33,20,0.16666667,0.8333333,6
TEP,33,21,0.33333334,0.6666667,6
TEP,33,22,0.33333334,0.6666667,6
TEP,33,23,0.16666667,0.8333333,6
TEP,33,24,0.16666667,0.8333333,6
TEP,33,25,0.16666667,0.8333333,6
TEP,33,26,0.0,1.0,6
TEP,33,27,0.0,1.0,6
TEP,33,28,0.33333334,0.6666667,6
TEP,33,29,0.0,1.0,6
TEP,33,30,0.0,1.0,6
TEP,33,31,0.0,1.0,6
TEP,33,32,0.0,1.0,6
TEP,34,0,0.33333334,0.6666667,6
TEP,34,1,0.0,1.0,6
TEP,34,2,0.0,1.0,6
TEP,34,3,0.0,1.0,6
TEP,34,4,0.0,1.0,6
TEP,34,5,0.0,1.0,6
TEP,34,6,0.33333334,0.6666667,6
TEP,34,7,0.0,1.0,6
TEP,34,8,0.16666667,0.8333333,6
TEP,34,9,0.33333334,0.6666667,6
TEP,34,10,0.16666667,0.8333333,6
TEP,34,11,0.0,1.0,6
TEP,34,12,0.0,1.0,6
TEP,34,13,0.16666667,0.8333333,6
TEP,34,14,0.16666667,0.8333333,6
TEP,34,15,0.16666667,0.8333333,6
TEP,34,16,0.16666667,0.8333333,6
TEP,34,17,0.33333334,0.6666667,6
TEP,34,18,0.33333334,0.6666667,6
TEP,34,19,0.0,1.0,6
TEP,34,20,0.16666667,0.8333333,6
TEP,34,21,0.0,1.0,6
TEP,34,22,0.0,1.0,6
TEP,34,23,0.16666667,0.8333333,6
TEP,34,24,0.0,1.0,6
TEP,34,25,0.0,1.0,6
TEP,34,26,0.0,1.0,6
TEP,34,27,0.16666667,0.8333333,6
TEP,34,28,0.0,1.0,6
TEP,34,29,0.0,1.0,6
TEP,34,30,0.0,1.0,6
TEP,34,31,0.0,1.0,6
TEP,34,32,0.16666667,0.8333333,6
TEP,35,0,0.16666667,0.8333333,6
TEP,35,1,0.0,1.0,6
TEP,35,2,0.16666667,0.8333333,6
TEP,35,3,0.0,1.0,6
TEP,35,4,0.16666667,0.8333333,6
TEP,35,5,0.0,1.0,6
TEP,35,6,0.0,1.0,6
TEP,35,7,0.33333334,0.6666667,6
TEP,35,8,0.16666667,0.8333333,6
TEP,35,9,0.0,1.0,6
TEP,35,10,0.0,1.0,6
TEP,35,11,0.16666667,0.8333333,6
TEP,35,12,0.16666667,0.8333333,6
TEP,35,13,0.0,1.0,6
TEP,35,14,0.16666667,0.8333333,6
TEP,35,15,0.16666667,0.8333333,6
TEP,35,16,0.0,1.0,6
TEP,35,17,0.0,1.0,6
TEP,35,18,0.16666667,0.8333333,6
TEP,35,19,0.0,1.0,6
TEP,35,20,0.0,1.0,6
TEP,35,21,0.33333334,0.6666667,6
TEP,35,22,0.0,1.0,6
TEP,35,23,0.0,1.0,6
TEP,35,24,0.33333334,0.6666667,6
TEP,35,25,0.16666667,0.8333333,6
TEP,35,26,0.16666667,0.8333333,6
TEP,35,27,0.0,1.0,6
TEP,35,28,0.16666667,0.8333333,6
TEP,35,29,0.33333334,0.6666667,6
TEP,35,30,0.16666667,0.8333333,6
TEP,35,31,0.33333334,0.6666667,6
TEP,35,32,0.0,1.0,6
TEP,36,0,0.16666667,0.8333333,6
TEP,36,1,0.33333334,0.6666667,6
TEP,36,2,0.16666667,0.8333333,6
TEP,36,3,0.16666667,0.8333333,6
TEP,36,4,0.16666667,0.8333333,6
TEP,36,5,0.16666667,0.8333333,6
TEP,36,6,0.0,1.0,6
TEP,36,7,0.16666667,0.8333333,6
TEP,36,8,0.0,1.0,6
TEP,36,9,0.33333334,0.6666667,6
TEP,36,10,0.16666667,0.8333333,6
TEP,36,11,0.0,1.0,6
TEP,36,12,0.16666667,0.8333333,6
TEP,36,13,0.16666667,0.8333333,6
TEP,36,14,0.33333334,0.6666667,6
TEP,36,15,0.0,1.0,6
TEP,36,16,0.16666667,0.8333333,6
TEP,36,17,0.16666667,0.8333333,6
TEP,36,18,0.0,1.0,6
TEP,36,19,0.0,1.0,6
TEP,36,20,0.0,1.0,6
TEP,36,21,0.0,1.0,6
TEP,36,22,0.0,1.0,6
TEP,36,23,0.16666667,0.8333333,6
TEP,36,24,0.0,1.0,6
TEP,36,25,0.16666667,0.8333333,6
TEP,36,26,0.0,1.0,6
TEP,36,27,0.0,1.0,6
TEP,36,28,0.0,1.0,6
TEP,36,29,0.16666667,0.8333333,6
TEP,36,30,0.0,1.0,6
TEP,36,31,0.0,1.0,6
TEP,36,32,0.0,1.0,6
TEP,37,0,0.0,1.0,6
TEP,37,1,0.0,1.0,6
TEP,37,2,0.0,1.0,6
TEP,37,3,0.0,1.0,6
TEP,37,4,0.16666667,0.8333333,6
TEP,37,5,0.33333334,0.6666667,6
TEP,37,6,0.0,1.0,6
TEP,37,7,0.0,1.0,6
TEP,37,8,0.5,0.5,6
TEP,37,9,0.0,1.0,6
TEP,37,10,0.0,1.0,6
TEP,37,11,0.0,1.0,6
TEP,37,12,0.0,1.0,6
TEP,37,13,0.0,1.0,6
TEP,37,14,0.0,1.0,6
TEP,37,15,0.0,1.0,6
TEP,37,16,0.0,1.0,6
TEP,37,17,0.0,1.0,6
TEP,37,18,0.0,1.0,6
TEP,37,19,0.0,1.0,6
TEP,37,20,0.5,0.5,6
TEP,37,21,0.0,1.0,6
TEP,37,22,0.0,1.0,6
TEP,37,23,0.0,1.0,6
TEP,37,24,0.0,1.0,6
TEP,37,25,0.0,1.0,6
TEP,37,26,0.0,1.0,6
TEP,37,27,0.0,1.0,6
TEP,37,28,0.0,1.0,6
TEP,37,29,0.0,1.0,6
TEP,37,30,0.0,1.0,6
TEP,37,31,0.16666667,0.8333333,6
TEP,37,32,0.0,1.0,6
TEP,38,0,0.33333334,0.6666667,6
TEP,38,1,0.6666667,0.33333334,6
TEP,38,2,0.0,1.0,6
TEP,38,3,0.0,1.0,6
TEP,38,4,0.0,1.0,6
TEP,38,5,0.33333334,0.6666667,6
TEP,38,6,0.0,1.0,6
TEP,38,7,0.0,1.0,6
TEP,38,8,0.0,1.0,6
TEP,38,9,0.0,1.0,6
TEP,38,10,0.0,1.0,6
TEP,38,11,0.0,1.0,6
TEP,38,12,0.0,1.0,6
TEP,38,13,0.0,1.0,6
TEP,38,14,0.0,1.0,6
TEP,38,15,0.0,1.0,6
TEP,38,16,0.0,1.0,6
TEP,38,17,0.0,1.0,6
TEP,38,18,0.0,1.0,6
TEP,38,19,0.0,1.0,6
TEP,38,20,0.16666667,0.8333333,6
TEP,38,21,0.0,1.0,6
TEP,38,22,0.0,1.0,6
TEP,38,23,0.0,1.0,6
TEP,38,24,0.0,1.0,6
TEP,38,25,0.16666667,0.8333333,6
TEP,38,26,0.16666667,0.8333333,6
TEP,38,27,0.0,1.0,6
TEP,38,28,0.0,1.0,6
TEP,38,29,0.0,1.0,6
TEP,38,30,0.0,1.0,6
TEP,38,31,0.0,1.0,6
TEP,38,32,0.0,1.0,6
TEP,39,0,0.0,1.0,6
TEP,39,1,0.16666667,0.8333333,6
TEP,39,2,0.0,1.0,6
TEP,39,3,0.0,1.0,6
TEP,39,4,0.0,1.0,6
TEP,39,5,0.33333334,0.6666667,6
TEP,39,6,0.16666667,0.8333333,6
TEP,39,7,0.16666667,0.8333333,6
TEP,39,8,0.5,0.5,6
TEP,39,9,0.0,1.0,6
TEP,39,10,0.0,1.0,6
TEP,39,11,0.0,1.0,6
TEP,39,12,0.33333334,0.6666667,6
TEP,39,13,0.0,1.0,6
TEP,39,14,0.0,1.0,6
TEP,39,15,0.0,1.0,6
TEP,39,16,0.0,1.0,6
TEP,39,17,0.0,1.0,6
TEP,39,18,0.0,1.0,6
TEP,39,19,0.0,1.0,6
TEP,39,20,0.16666667,0.8333333,6
TEP,39,21,0.0,1.0,6
TEP,39,22,0.0,1.0,6
TEP,39,23,0.0,1.0,6
TEP,39,24,0.0,1.0,6
TEP,39,25,0.0,1.0,6
TEP,39,26,0.16666667,0.8333333,6
TEP,39,27,0.0,1.0,6
TEP,39,28,0.0,1.0,6
TEP,39,29,0.0,1.0,6
TEP,39,30,0.0,1.0,6
TEP,39,31,0.16666667,0.8333333,6
TEP,39,32,0.16666667,0.8333333,6
TEP,40,0,0.0,1.0,6
TEP,40,1,0.16666667,0.8333333,6
TEP,40,2,0.0,1.0,6
TEP,40,3,0.0,1.0,6
TEP,40,4,0.16666667,0.8333333,6
TEP,40,5,0.0,1.0,6
TEP,40,6,0.0,1.0,6
TEP,40,7,0.0,1.0,6
TEP,40,8,0.16666667,0.8333333,6
TEP,40,9,0.16666667,0.8333333,6
TEP,40,10,0.0,1.0,6
TEP,40,11,0.33333334,0.6666667,6
TEP,40,12,0.5,0.5,6
TEP,40,13,0.16666667,0.8333333,6
TEP,40,14,0.0,1.0,6
TEP,40,15,0.16666667,0.8333333,6
TEP,40,16,0.0,1.0,6
TEP,40,17,0.16666667,0.8333333,6
TEP,40,18,0.16666667,0.8333333,6
TEP,40,19,0.0,1.0,6
TEP,40,20,0.16666667,0.8333333,6
TEP,40,21,0.0,1.0,6
TEP,40,22,0.16666667,0.8333333,6
TEP,40,23,0.0,1.0,6
TEP,40,24,0.33333334,0.6666667,6
TEP,40,25,0.33333334,0.6666667,6
TEP,40,26,0.33333334,0.6666667,6
TEP,40,27,0.16666667,0.8333333,6
TEP,40,28,0.0,1.0,6
TEP,40,29,0.0,1.0,6
TEP,40,30,0.0,1.0,6
TEP,40,31,0.16666667,0.8333333,6
TEP,40,32,0.16666667,0.8333333,6
TEP,41,0,0.0,1.0,6
TEP,41,1,0.6666667,0.33333334,6
TEP,41,2,0.33333334,0.6666667,6
TEP,41,3,0.0,1.0,6
TEP,41,4,0.0,1.0,6
TEP,41,5,0.5,0.5,6
TEP,41,6,0.0,1.0,6
TEP,41,7,0.0,1.0,6
TEP,41,8,0.16666667,0.8333333,6
TEP,41,9,0.0,1.0,6
TEP,41,10,0.0,1.0,6
TEP,41,11,0.0,1.0,6
TEP,41,12,0.0,1.0,6
TEP,41,13,0.0,1.0,6
TEP,41,14,0.0,1.0,6
TEP,41,15,0.0,1.0,6
TEP,41,16,0.0,1.0,6
TEP,41,17,0.0,1.0,6
TEP,41,18,0.0,1.0,6
TEP,41,19,0.16666667,0.8333333,6
TEP,41,20,0.0,1.0,6
TEP,41,21,0.0,1.0,6
TEP,41,22,0.0,1.0,6
TEP,41,23,0.0,1.0,6
TEP,41,24,0.0,1.0,6
TEP,41,25,0.0,1.0,6
TEP,41,26,0.0,1.0,6
TEP,41,27,0.16666667,0.8333333,6
TEP,41,28,0.0,1.0,6
TEP,41,29,0.0,1.0,6
TEP,41,30,0.0,1.0,6
TEP,41,31,0.0,1.0,6
TEP,41,32,0.0,1.0,6
TEP,42,0,0.0,1.0,6
TEP,42,1,0.0,1.0,6
TEP,42,2,0.0,1.0,6
TEP,42,3,0.33333334,0.6666667,6
TEP,42,4,0.33333334,0.6666667,6
TEP,42,5,0.16666667,0.8333333,6
TEP,42,6,0.5,0.5,6
TEP,42,7,0.33333334,0.6666667,6
TEP,42,8,0.5,0.5,6
TEP,42,9,0.33333334,0.6666667,6
TEP,42,10,0.16666667,0.8333333,6
TEP,42,11,0.16666667,0.8333333,6
TEP,42,12,0.16666667,0.8333333,6
TEP,42,13,0.0,1.0,6
TEP,42,14,0.33333334,0.6666667,6
TEP,42,15,0.0,1.0,6
TEP,42,16,0.0,1.0,6
TEP,42,17,0.0,1.0,6
TEP,42,18,0.0,1.0,6
TEP,42,19,0.0,1.0,6
TEP,42,20,0.0,1.0,6
TEP,42,21,0.0,1.0,6
TEP,42,22,0.0,1.0,6
TEP,42,23,0.0,1.0,6
TEP,42,24,0.0,1.0,6
TEP,42,25,0.0,1.0,6
TEP,42,26,0.0,1.0,6
TEP,42,27,0.0,1.0,6
TEP,42,28,0.0,1.0,6
TEP,42,29,0.0,1.0,6
TEP,42,30,0.0,1.0,6
TEP,42,31,0.16666667,0.8333333,6
TEP,42,32,0.16666667,0.8333333,6
TEP,43,0,0.0,1.0,6
TEP,43,1,0.16666667,0.8333333,6
TEP,43,2,0.0,1.0,6
TEP,43,3,0.0,1.0,6
TEP,43,4,0.0,1.0,6
TEP,43,5,0.0,1.0,6
TEP,43,6,0.0,1.0,6
TEP,43,7,0.0,1.0,6
TEP,43,8,0.0,1.0,6
TEP,43,9,0.0,1.0,6
TEP,43,10,0.0,1.0,6
TEP,43,11,0.0,1.0,6
TEP,43,12,0.0,1.0,6
TEP,43,13,0.0,1.0,6
TEP,43,14,0.0,1.0,6
TEP,43,15,0.0,1.0,6
TEP,43,16,0.0,1.0,6
TEP,43,17,0.0,1.0,6
TEP,43,18,0.0,1.0,6
TEP,43,19,0.0,1.0,6
TEP,43,20,0.0,1.0,6
TEP,43,21,0.16666667,0.8333333,6
TEP,43,22,0.0,1.0,6
TEP,43,23,0.0,1.0,6
TEP,43,24,0.0,1.0,6
TEP,43,25,0.0,1.0,6
TEP,43,26,0.0,1.0,6
TEP,43,27,0.0,1.0,6
TEP,43,28,0.16666667,0.8333333,6
TEP,43,29,0.0,1.0,6
TEP,43,30,0.0,1.0,6
TEP,43,31,0.16666667,0.8333333,6
TEP,43,32,0.16666667,0.8333333,6
TEP,44,0,0.0,1.0,6
TEP,44,1,0.0,1.0,6
TEP,44,2,0.16666667,0.8333333,6
TEP,44,3,0.16666667,0.8333333,6
TEP,44,4,0.0,1.0,6
TEP,44,5,0.16666667,0.8333333,6
TEP,44,6,0.5,0.5,6
TEP,44,7,0.0,1.0,6
TEP,44,8,0.0,1.0,6
TEP,44,9,0.5,0.5,6
TEP,44,10,0.0,1.0,6
TEP,44,11,0.0,1.0,6
