dataset,channel,frequency_bin,unsafe_rate,safe_prob,valid_support
3W,21,15,0.18181819,0.8181818,11
3W,21,16,0.18181819,0.8181818,11
3W,21,17,0.18181819,0.8181818,11
3W,21,18,0.18181819,0.8181818,11
3W,21,19,0.18181819,0.8181818,11
3W,21,20,0.18181819,0.8181818,11
3W,21,21,0.18181819,0.8181818,11
3W,21,22,0.18181819,0.8181818,11
3W,21,23,0.18181819,0.8181818,11
3W,21,24,0.09090909,0.90909094,11
3W,21,25,0.0,1.0,11
3W,21,26,0.09090909,0.90909094,11
3W,21,27,0.0,1.0,11
3W,21,28,0.0,1.0,11
3W,21,29,0.0,1.0,11
3W,21,30,0.0,1.0,11
3W,21,31,0.0,1.0,11
3W,21,32,0.0,1.0,11
TEP,0,0,0.0,1.0,6
TEP,0,1,0.0,1.0,6
TEP,0,2,0.0,1.0,6
TEP,0,3,0.0,1.0,6
TEP,0,4,0.0,1.0,6
TEP,0,5,0.0,1.0,6
TEP,0,6,0.0,1.0,6
TEP,0,7,0.0,1.0,6
TEP,0,8,0.0,1.0,6
TEP,0,9,0.0,1.0,6
TEP,0,10,0.0,1.0,6
TEP,0,11,0.0,1.0,6
TEP,0,12,0.0,1.0,6
TEP,0,13,0.0,1.0,6
TEP,0,14,0.0,1.0,6
TEP,0,15,0.0,1.0,6
TEP,0,16,0.0,1.0,6
TEP,0,17,0.0,1.0,6
TEP,0,18,0.0,1.0,6
TEP,0,19,0.0,1.0,6
TEP,0,20,0.0,1.0,6
TEP,0,21,0.0,1.0,6
TEP,0,22,0.0,1.0,6
TEP,0,23,0.0,1.0,6
TEP,0,24,0.0,1.0,6
TEP,0,25,0.0,1.0,6
TEP,0,26,0.0,1.0,6
TEP,0,27,0.0,1.0,6
TEP,0,28,0.0,1.0,6
TEP,0,29,0.0,1.0,6
TEP,0,30,0.0,1.0,6
TEP,0,31,0.0,1.0,6
TEP,0,32,0.0,1.0,6
TEP,1,0,0.16666667,0.8333333,6
TEP,1,1,0.0,1.0,6
TEP,1,2,0.5,0.5,6
TEP,1,3,0.0,1.0,6
TEP,1,4,0.0,1.0,6
TEP,1,5,0.0,1.0,6
TEP,1,6,0.0,1.0,6
TEP,1,7,0.0,1.0,6
TEP,1,8,0.0,1.0,6
TEP,1,9,0.0,1.0,6
TEP,1,10,0.0,1.0,6
TEP,1,11,0.0,1.0,6
TEP,1,12,0.0,1.0,6
TEP,1,13,0.0,1.0,6
TEP,1,14,0.16666667,0.8333333,6
TEP,1,15,0.0,1.0,6
TEP,1,16,0.16666667,0.8333333,6
TEP,1,17,0.0,1.0,6
TEP,1,18,0.0,1.0,6
TEP,1,19,0.0,1.0,6
TEP,1,20,0.0,1.0,6
TEP,1,21,0.0,1.0,6
TEP,1,22,0.0,1.0,6
TEP,1,23,0.0,1.0,6
TEP,1,24,0.0,1.0,6
TEP,1,25,0.0,1.0,6
TEP,1,26,0.16666667,0.8333333,6
TEP,1,27,0.0,1.0,6
TEP,1,28,0.0,1.0,6
TEP,1,29,0.0,1.0,6
TEP,1,30,0.0,1.0,6
TEP,1,31,0.0,1.0,6
TEP,1,32,0.0,1.0,6
TEP,2,0,0.0,1.0,6
TEP,2,1,0.0,1.0,6
TEP,2,2,0.33333334,0.6666667,6
TEP,2,3,0.0,1.0,6
TEP,2,4,0.0,1.0,6
TEP,2,5,0.0,1.0,6
TEP,2,6,0.0,1.0,6
TEP,2,7,0.0,1.0,6
TEP,2,8,0.0,1.0,6
TEP,2,9,0.0,1.0,6
TEP,2,10,0.0,1.0,6
TEP,2,11,0.0,1.0,6
TEP,2,12,0.0,1.0,6
TEP,2,13,0.0,1.0,6
TEP,2,14,0.0,1.0,6
TEP,2,15,0.0,1.0,6
TEP,2,16,0.0,1.0,6
TEP,2,17,0.0,1.0,6
TEP,2,18,0.0,1.0,6
TEP,2,19,0.0,1.0,6
TEP,2,20,0.0,1.0,6
TEP,2,21,0.0,1.0,6
TEP,2,22,0.0,1.0,6
TEP,2,23,0.16666667,0.8333333,6
TEP,2,24,0.0,1.0,6
TEP,2,25,0.0,1.0,6
TEP,2,26,0.0,1.0,6
TEP,2,27,0.0,1.0,6
TEP,2,28,0.16666667,0.8333333,6
TEP,2,29,0.16666667,0.8333333,6
TEP,2,30,0.0,1.0,6
TEP,2,31,0.0,1.0,6
TEP,2,32,0.0,1.0,6
TEP,3,0,0.0,1.0,6
TEP,3,1,0.0,1.0,6
TEP,3,2,0.0,1.0,6
TEP,3,3,0.16666667,0.8333333,6
TEP,3,4,0.0,1.0,6
TEP,3,5,0.0,1.0,6
TEP,3,6,0.0,1.0,6
TEP,3,7,0.0,1.0,6
TEP,3,8,0.0,1.0,6
TEP,3,9,0.0,1.0,6
TEP,3,10,0.0,1.0,6
TEP,3,11,0.0,1.0,6
TEP,3,12,0.0,1.0,6
TEP,3,13,0.0,1.0,6
TEP,3,14,0.0,1.0,6
TEP,3,15,0.0,1.0,6
TEP,3,16,0.0,1.0,6
TEP,3,17,0.0,1.0,6
TEP,3,18,0.0,1.0,6
TEP,3,19,0.0,1.0,6
TEP,3,20,0.0,1.0,6
TEP,3,21,0.0,1.0,6
TEP,3,22,0.0,1.0,6
TEP,3,23,0.0,1.0,6
TEP,3,24,0.0,1.0,6
TEP,3,25,0.0,1.0,6
TEP,3,26,0.0,1.0,6
TEP,3,27,0.0,1.0,6
TEP,3,28,0.0,1.0,6
TEP,3,29,0.0,1.0,6
TEP,3,30,0.0,1.0,6
TEP,3,31,0.0,1.0,6
TEP,3,32,0.0,1.0,6
TEP,4,0,0.0,1.0,6
TEP,4,1,0.0,1.0,6
TEP,4,2,0.0,1.0,6
TEP,4,3,0.0,1.0,6
TEP,4,4,0.0,1.0,6
TEP,4,5,0.0,1.0,6
TEP,4,6,0.0,1.0,6
TEP,4,7,0.0,1.0,6
TEP,4,8,0.0,1.0,6
TEP,4,9,0.0,1.0,6
TEP,4,10,0.0,1.0,6
TEP,4,11,0.0,1.0,6
TEP,4,12,0.0,1.0,6
TEP,4,13,0.0,1.0,6
TEP,4,14,0.0,1.0,6
TEP,4,15,0.0,1.0,6
TEP,4,16,0.0,1.0,6
TEP,4,17,0.0,1.0,6
TEP,4,18,0.0,1.0,6
TEP,4,19,0.0,1.0,6
TEP,4,20,0.0,1.0,6
TEP,4,21,0.0,1.0,6
TEP,4,22,0.0,1.0,6
TEP,4,23,0.0,1.0,6
TEP,4,24,0.0,1.0,6
TEP,4,25,0.0,1.0,6
TEP,4,26,0.0,1.0,6
TEP,4,27,0.0,1.0,6
TEP,4,28,0.0,1.0,6
TEP,4,29,0.0,1.0,6
TEP,4,30,0.0,1.0,6
TEP,4,31,0.0,1.0,6
TEP,4,32,0.0,1.0,6
TEP,5,0,0.6666667,0.33333334,6
TEP,5,1,0.0,1.0,6
TEP,5,2,0.0,1.0,6
TEP,5,3,0.0,1.0,6
TEP,5,4,0.0,1.0,6
TEP,5,5,0.0,1.0,6
TEP,5,6,0.0,1.0,6
TEP,5,7,0.0,1.0,6
TEP,5,8,0.0,1.0,6
TEP,5,9,0.0,1.0,6
TEP,5,10,0.0,1.0,6
TEP,5,11,0.0,1.0,6
TEP,5,12,0.0,1.0,6
TEP,5,13,0.0,1.0,6
TEP,5,14,0.0,1.0,6
TEP,5,15,0.0,1.0,6
TEP,5,16,0.0,1.0,6
TEP,5,17,0.0,1.0,6
TEP,5,18,0.0,1.0,6
TEP,5,19,0.0,1.0,6
TEP,5,20,0.0,1.0,6
TEP,5,21,0.0,1.0,6
TEP,5,22,0.16666667,0.8333333,6
TEP,5,23,0.0,1.0,6
TEP,5,24,0.0,1.0,6
TEP,5,25,0.0,1.0,6
TEP,5,26,0.0,1.0,6
TEP,5,27,0.0,1.0,6
TEP,5,28,0.0,1.0,6
TEP,5,29,0.0,1.0,6
TEP,5,30,0.0,1.0,6
TEP,5,31,0.0,1.0,6
TEP,5,32,0.0,1.0,6
TEP,6,0,0.33333334,0.6666667,6
TEP,6,1,0.0,1.0,6
TEP,6,2,0.0,1.0,6
TEP,6,3,0.0,1.0,6
TEP,6,4,0.0,1.0,6
TEP,6,5,0.0,1.0,6
TEP,6,6,0.0,1.0,6
TEP,6,7,0.0,1.0,6
TEP,6,8,0.0,1.0,6
TEP,6,9,0.0,1.0,6
TEP,6,10,0.0,1.0,6
TEP,6,11,0.0,1.0,6
TEP,6,12,0.0,1.0,6
TEP,6,13,0.0,1.0,6
TEP,6,14,0.0,1.0,6
TEP,6,15,0.0,1.0,6
TEP,6,16,0.0,1.0,6
TEP,6,17,0.0,1.0,6
TEP,6,18,0.0,1.0,6
TEP,6,19,0.0,1.0,6
TEP,6,20,0.0,1.0,6
TEP,6,21,0.0,1.0,6
TEP,6,22,0.0,1.0,6
TEP,6,23,0.0,1.0,6
TEP,6,24,0.0,1.0,6
TEP,6,25,0.0,1.0,6
TEP,6,26,0.0,1.0,6
TEP,6,27,0.0,1.0,6
TEP,6,28,0.0,1.0,6
TEP,6,29,0.0,1.0,6
TEP,6,30,0.0,1.0,6
TEP,6,31,0.0,1.0,6
TEP,6,32,0.0,1.0,6
TEP,7,0,0.0,1.0,6
TEP,7,1,0.16666667,0.8333333,6
TEP,7,2,0.16666667,0.8333333,6
TEP,7,3,0.0,1.0,6
TEP,7,4,0.0,1.0,6
TEP,7,5,0.0,1.0,6
TEP,7,6,0.0,1.0,6
TEP,7,7,0.0,1.0,6
TEP,7,8,0.0,1.0,6
TEP,7,9,0.16666667,0.8333333,6
TEP,7,10,0.0,1.0,6
TEP,7,11,0.0,1.0,6
TEP,7,12,0.0,1.0,6
TEP,7,13,0.16666667,0.8333333,6
TEP,7,14,0.0,1.0,6
TEP,7,15,0.0,1.0,6
TEP,7,16,0.0,1.0,6
TEP,7,17,0.0,1.0,6
TEP,7,18,0.33333334,0.6666667,6
TEP,7,19,0.0,1.0,6
TEP,7,20,0.0,1.0,6
TEP,7,21,0.16666667,0.8333333,6
TEP,7,22,0.0,1.0,6
TEP,7,23,0.0,1.0,6
TEP,7,24,0.0,1.0,6
TEP,7,25,0.16666667,0.8333333,6
TEP,7,26,0.0,1.0,6
TEP,7,27,0.0,1.0,6
TEP,7,28,0.0,1.0,6
TEP,7,29,0.0,1.0,6
TEP,7,30,0.0,1.0,6
TEP,7,31,0.0,1.0,6
TEP,7,32,0.0,1.0,6
TEP,8,0,0.0,1.0,6
TEP,8,1,0.0,1.0,6
TEP,8,2,0.16666667,0.8333333,6
TEP,8,3,0.0,1.0,6
TEP,8,4,0.0,1.0,6
TEP,8,5,0.0,1.0,6
TEP,8,6,0.0,1.0,6
TEP,8,7,0.0,1.0,6
TEP,8,8,0.0,1.0,6
TEP,8,9,0.0,1.0,6
TEP,8,10,0.0,1.0,6
TEP,8,11,0.0,1.0,6
TEP,8,12,0.0,1.0,6
TEP,8,13,0.0,1.0,6
TEP,8,14,0.0,1.0,6
TEP,8,15,0.0,1.0,6
TEP,8,16,0.0,1.0,6
TEP,8,17,0.0,1.0,6
TEP,8,18,0.0,1.0,6
TEP,8,19,0.0,1.0,6
TEP,8,20,0.0,1.0,6
TEP,8,21,0.0,1.0,6
TEP,8,22,0.0,1.0,6
TEP,8,23,0.0,1.0,6
TEP,8,24,0.0,1.0,6
TEP,8,25,0.0,1.0,6
TEP,8,26,0.0,1.0,6
TEP,8,27,0.0,1.0,6
TEP,8,28,0.0,1.0,6
TEP,8,29,0.0,1.0,6
TEP,8,30,0.0,1.0,6
TEP,8,31,0.0,1.0,6
TEP,8,32,0.0,1.0,6
TEP,9,0,0.16666667,0.8333333,6
TEP,9,1,0.16666667,0.8333333,6
TEP,9,2,0.16666667,0.8333333,6
TEP,9,3,0.16666667,0.8333333,6
TEP,9,4,0.16666667,0.8333333,6
TEP,9,5,0.0,1.0,6
TEP,9,6,0.0,1.0,6
TEP,9,7,0.0,1.0,6
TEP,9,8,0.0,1.0,6
TEP,9,9,0.0,1.0,6
TEP,9,10,0.0,1.0,6
TEP,9,11,0.0,1.0,6
TEP,9,12,0.0,1.0,6
TEP,9,13,0.0,1.0,6
TEP,9,14,0.0,1.0,6
TEP,9,15,0.0,1.0,6
TEP,9,16,0.0,1.0,6
TEP,9,17,0.0,1.0,6
TEP,9,18,0.0,1.0,6
TEP,9,19,0.0,1.0,6
TEP,9,20,0.0,1.0,6
TEP,9,21,0.0,1.0,6
TEP,9,22,0.0,1.0,6
TEP,9,23,0.0,1.0,6
TEP,9,24,0.0,1.0,6
TEP,9,25,0.0,1.0,6
TEP,9,26,0.0,1.0,6
TEP,9,27,0.16666667,0.8333333,6
TEP,9,28,0.0,1.0,6
TEP,9,29,0.0,1.0,6
TEP,9,30,0.0,1.0,6
TEP,9,31,0.33333334,0.6666667,6
TEP,9,32,0.0,1.0,6
TEP,10,0,0.33333334,0.6666667,6
TEP,10,1,0.0,1.0,6
TEP,10,2,0.0,1.0,6
TEP,10,3,0.0,1.0,6
TEP,10,4,0.0,1.0,6
TEP,10,5,0.0,1.0,6
TEP,10,6,0.5,0.5,6
TEP,10,7,0.0,1.0,6
TEP,10,8,0.16666667,0.8333333,6
TEP,10,9,0.0,1.0,6
TEP,10,10,0.0,1.0,6
TEP,10,11,0.0,1.0,6
TEP,10,12,0.16666667,0.8333333,6
TEP,10,13,0.0,1.0,6
TEP,10,14,0.16666667,0.8333333,6
TEP,10,15,0.33333334,0.6666667,6
TEP,10,16,0.16666667,0.8333333,6
TEP,10,17,0.0,1.0,6
TEP,10,18,0.0,1.0,6
TEP,10,19,0.0,1.0,6
TEP,10,20,0.33333334,0.6666667,6
TEP,10,21,0.0,1.0,6
TEP,10,22,0.0,1.0,6
TEP,10,23,0.0,1.0,6
TEP,10,24,0.0,1.0,6
TEP,10,25,0.0,1.0,6
TEP,10,26,0.0,1.0,6
TEP,10,27,0.0,1.0,6
TEP,10,28,0.0,1.0,6
TEP,10,29,0.0,1.0,6
TEP,10,30,0.0,1.0,6
TEP,10,31,0.0,1.0,6
TEP,10,32,0.0,1.0,6
TEP,11,0,0.0,1.0,6
TEP,11,1,0.0,1.0,6
TEP,11,2,0.0,1.0,6
TEP,11,3,0.0,1.0,6
TEP,11,4,0.0,1.0,6
TEP,11,5,0.0,1.0,6
TEP,11,6,0.0,1.0,6
TEP,11,7,0.0,1.0,6
TEP,11,8,0.0,1.0,6
TEP,11,9,0.0,1.0,6
TEP,11,10,0.0,1.0,6
TEP,11,11,0.0,1.0,6
TEP,11,12,0.0,1.0,6
TEP,11,13,0.0,1.0,6
TEP,11,14,0.0,1.0,6
TEP,11,15,0.0,1.0,6
TEP,11,16,0.0,1.0,6
TEP,11,17,0.0,1.0,6
TEP,11,18,0.0,1.0,6
TEP,11,19,0.0,1.0,6
TEP,11,20,0.16666667,0.8333333,6
TEP,11,21,0.0,1.0,6
TEP,11,22,0.0,1.0,6
TEP,11,23,0.0,1.0,6
TEP,11,24,0.0,1.0,6
TEP,11,25,0.0,1.0,6
TEP,11,26,0.0,1.0,6
TEP,11,27,0.0,1.0,6
TEP,11,28,0.16666667,0.8333333,6
TEP,11,29,0.0,1.0,6
TEP,11,30,0.0,1.0,6
TEP,11,31,0.0,1.0,6
TEP,11,32,0.0,1.0,6
TEP,12,0,0.0,1.0,6
TEP,12,1,0.0,1.0,6
TEP,12,2,0.0,1.0,6
TEP,12,3,0.0,1.0,6
TEP,12,4,0.0,1.0,6
TEP,12,5,0.0,1.0,6
TEP,12,6,0.0,1.0,6
TEP,12,7,0.0,1.0,6
TEP,12,8,0.0,1.0,6
TEP,12,9,0.0,1.0,6
TEP,12,10,0.0,1.0,6
TEP,12,11,0.0,1.0,6
TEP,12,12,0.0,1.0,6
TEP,12,13,0.0,1.0,6
TEP,12,14,0.0,1.0,6
TEP,12,15,0.0,1.0,6
TEP,12,16,0.0,1.0,6
TEP,12,17,0.0,1.0,6
TEP,12,18,0.0,1.0,6
TEP,12,19,0.0,1.0,6
TEP,12,20,0.0,1.0,6
TEP,12,21,0.0,1.0,6
TEP,12,22,0.0,1.0,6
TEP,12,23,0.0,1.0,6
TEP,12,24,0.0,1.0,6
TEP,12,25,0.0,1.0,6
TEP,12,26,0.0,1.0,6
TEP,12,27,0.0,1.0,6
TEP,12,28,0.0,1.0,6
TEP,12,29,0.0,1.0,6
TEP,12,30,0.0,1.0,6
TEP,12,31,0.0,1.0,6
TEP,12,32,0.0,1.0,6
TEP,13,0,0.0,1.0,6
TEP,13,1,0.0,1.0,6
TEP,13,2,0.0,1.0,6
TEP,13,3,0.0,1.0,6
TEP,13,4,0.0,1.0,6
TEP,13,5,0.0,1.0,6
TEP,13,6,0.0,1.0,6
TEP,13,7,0.0,1.0,6
TEP,13,8,0.0,1.0,6
TEP,13,9,0.0,1.0,6
TEP,13,10,0.0,1.0,6
TEP,13,11,0.16666667,0.8333333,6
TEP,13,12,0.0,1.0,6
TEP,13,13,0.0,1.0,6
TEP,13,14,0.33333334,0.6666667,6
TEP,13,15,0.0,1.0,6
TEP,13,16,0.16666667,0.8333333,6
TEP,13,17,0.0,1.0,6
TEP,13,18,0.0,1.0,6
TEP,13,19,0.0,1.0,6
TEP,13,20,0.0,1.0,6
TEP,13,21,0.0,1.0,6
TEP,13,22,0.16666667,0.8333333,6
TEP,13,23,0.0,1.0,6
TEP,13,24,0.0,1.0,6
TEP,13,25,0.0,1.0,6
TEP,13,26,0.0,1.0,6
TEP,13,27,0.0,1.0,6
TEP,13,28,0.16666667,0.8333333,6
TEP,13,29,0.16666667,0.8333333,6
TEP,13,30,0.16666667,0.8333333,6
TEP,13,31,0.0,1.0,6
TEP,13,32,0.0,1.0,6
TEP,14,0,0.0,1.0,6
TEP,14,1,0.0,1.0,6
TEP,14,2,0.0,1.0,6
TEP,14,3,0.0,1.0,6
TEP,14,4,0.0,1.0,6
TEP,14,5,0.0,1.0,6
TEP,14,6,0.16666667,0.8333333,6
TEP,14,7,0.0,1.0,6
TEP,14,8,0.0,1.0,6
TEP,14,9,0.0,1.0,6
TEP,14,10,0.0,1.0,6
TEP,14,11,0.0,1.0,6
TEP,14,12,0.0,1.0,6
TEP,14,13,0.0,1.0,6
TEP,14,14,0.0,1.0,6
TEP,14,15,0.0,1.0,6
TEP,14,16,0.0,1.0,6
TEP,14,17,0.0,1.0,6
TEP,14,18,0.16666667,0.8333333,6
TEP,14,19,0.0,1.0,6
TEP,14,20,0.0,1.0,6
TEP,14,21,0.0,1.0,6
TEP,14,22,0.0,1.0,6
TEP,14,23,0.0,1.0,6
TEP,14,24,0.0,1.0,6
TEP,14,25,0.0,1.0,6
TEP,14,26,0.0,1.0,6
TEP,14,27,0.0,1.0,6
TEP,14,28,0.0,1.0,6
TEP,14,29,0.0,1.0,6
TEP,14,30,0.0,1.0,6
TEP,14,31,0.0,1.0,6
TEP,14,32,0.0,1.0,6
TEP,15,0,0.16666667,0.8333333,6
TEP,15,1,0.0,1.0,6
TEP,15,2,0.0,1.0,6
TEP,15,3,0.0,1.0,6
TEP,15,4,0.0,1.0,6
TEP,15,5,0.0,1.0,6
TEP,15,6,0.0,1.0,6
TEP,15,7,0.0,1.0,6
TEP,15,8,0.0,1.0,6
TEP,15,9,0.0,1.0,6
TEP,15,10,0.0,1.0,6
TEP,15,11,0.0,1.0,6
TEP,15,12,0.0,1.0,6
TEP,15,13,0.0,1.0,6
TEP,15,14,0.0,1.0,6
TEP,15,15,0.0,1.0,6
TEP,15,16,0.0,1.0,6
TEP,15,17,0.0,1.0,6
TEP,15,18,0.0,1.0,6
TEP,15,19,0.0,1.0,6
TEP,15,20,0.0,1.0,6
TEP,15,21,0.0,1.0,6
TEP,15,22,0.0,1.0,6
TEP,15,23,0.0,1.0,6
TEP,15,24,0.0,1.0,6
TEP,15,25,0.0,1.0,6
TEP,15,26,0.0,1.0,6
TEP,15,27,0.0,1.0,6
TEP,15,28,0.0,1.0,6
TEP,15,29,0.0,1.0,6
TEP,15,30,0.0,1.0,6
TEP,15,31,0.0,1.0,6
TEP,15,32,0.0,1.0,6
TEP,16,0,0.0,1.0,6
TEP,16,1,0.0,1.0,6
TEP,16,2,0.0,1.0,6
TEP,16,3,0.0,1.0,6
TEP,16,4,0.0,1.0,6
TEP,16,5,0.0,1.0,6
TEP,16,6,0.0,1.0,6
TEP,16,7,0.0,1.0,6
TEP,16,8,0.0,1.0,6
TEP,16,9,0.16666667,0.8333333,6
TEP,16,10,0.0,1.0,6
TEP,16,11,0.0,1.0,6
TEP,16,12,0.0,1.0,6
TEP,16,13,0.0,1.0,6
TEP,16,14,0.0,1.0,6
TEP,16,15,0.0,1.0,6
TEP,16,16,0.16666667,0.8333333,6
TEP,16,17,0.0,1.0,6
TEP,16,18,0.0,1.0,6
TEP,16,19,0.0,1.0,6
TEP,16,20,0.0,1.0,6
TEP,16,21,0.0,1.0,6
TEP,16,22,0.0,1.0,6
TEP,16,23,0.0,1.0,6
TEP,16,24,0.0,1.0,6
TEP,16,25,0.16666667,0.8333333,6
TEP,16,26,0.0,1.0,6
TEP,16,27,0.0,1.0,6
TEP,16,28,0.0,1.0,6
TEP,16,29,0.0,1.0,6
TEP,16,30,0.0,1.0,6
TEP,16,31,0.0,1.0,6
TEP,16,32,0.0,1.0,6
TEP,17,0,0.0,1.0,6
TEP,17,1,0.0,1.0,6
TEP,17,2,0.0,1.0,6
TEP,17,3,0.0,1.0,6
TEP,17,4,0.0,1.0,6
TEP,17,5,0.0,1.0,6
TEP,17,6,0.0,1.0,6
TEP,17,7,0.0,1.0,6
TEP,17,8,0.0,1.0,6
TEP,17,9,0.0,1.0,6
TEP,17,10,0.0,1.0,6
TEP,17,11,0.0,1.0,6
TEP,17,12,0.0,1.0,6
TEP,17,13,0.0,1.0,6
TEP,17,14,0.0,1.0,6
TEP,17,15,0.0,1.0,6
TEP,17,16,0.0,1.0,6
TEP,17,17,0.0,1.0,6
TEP,17,18,0.0,1.0,6
TEP,17,19,0.0,1.0,6
TEP,17,20,0.0,1.0,6
TEP,17,21,0.0,1.0,6
TEP,17,22,0.0,1.0,6
TEP,17,23,0.0,1.0,6
TEP,17,24,0.0,1.0,6
TEP,17,25,0.0,1.0,6
TEP,17,26,0.0,1.0,6
TEP,17,27,0.0,1.0,6
TEP,17,28,0.0,1.0,6
TEP,17,29,0.0,1.0,6
TEP,17,30,0.0,1.0,6
TEP,17,31,0.0,1.0,6
TEP,17,32,0.0,1.0,6
TEP,18,0,0.0,1.0,6
TEP,18,1,0.0,1.0,6
TEP,18,2,0.0,1.0,6
TEP,18,3,0.0,1.0,6
TEP,18,4,0.0,1.0,6
TEP,18,5,0.0,1.0,6
TEP,18,6,0.0,1.0,6
TEP,18,7,0.0,1.0,6
TEP,18,8,0.0,1.0,6
TEP,18,9,0.0,1.0,6
TEP,18,10,0.0,1.0,6
TEP,18,11,0.0,1.0,6
TEP,18,12,0.0,1.0,6
TEP,18,13,0.0,1.0,6
TEP,18,14,0.0,1.0,6
TEP,18,15,0.0,1.0,6
TEP,18,16,0.0,1.0,6
TEP,18,17,0.0,1.0,6
TEP,18,18,0.0,1.0,6
TEP,18,19,0.0,1.0,6
TEP,18,20,0.0,1.0,6
TEP,18,21,0.0,1.0,6
TEP,18,22,0.0,1.0,6
TEP,18,23,0.0,1.0,6
TEP,18,24,0.0,1.0,6
TEP,18,25,0.0,1.0,6
TEP,18,26,0.0,1.0,6
TEP,18,27,0.0,1.0,6
TEP,18,28,0.0,1.0,6
TEP,18,29,0.0,1.0,6
TEP,18,30,0.0,1.0,6
TEP,18,31,0.0,1.0,6
TEP,18,32,0.0,1.0,6
TEP,19,0,0.0,1.0,6
TEP,19,1,0.0,1.0,6
TEP,19,2,0.0,1.0,6
TEP,19,3,0.0,1.0,6
TEP,19,4,0.0,1.0,6
TEP,19,5,0.0,1.0,6
TEP,19,6,0.0,1.0,6
TEP,19,7,0.0,1.0,6
TEP,19,8,0.0,1.0,6
TEP,19,9,0.0,1.0,6
TEP,19,10,0.0,1.0,6
TEP,19,11,0.0,1.0,6
TEP,19,12,0.0,1.0,6
TEP,19,13,0.0,1.0,6
TEP,19,14,0.0,1.0,6
TEP,19,15,0.0,1.0,6
TEP,19,16,0.0,1.0,6
TEP,19,17,0.0,1.0,6
TEP,19,18,0.0,1.0,6
TEP,19,19,0.0,1.0,6
TEP,19,20,0.0,1.0,6
TEP,19,21,0.0,1.0,6
TEP,19,22,0.0,1.0,6
TEP,19,23,0.0,1.0,6
TEP,19,24,0.0,1.0,6
TEP,19,25,0.0,1.0,6
TEP,19,26,0.0,1.0,6
TEP,19,27,0.0,1.0,6
TEP,19,28,0.0,1.0,6
TEP,19,29,0.0,1.0,6
TEP,19,30,0.0,1.0,6
TEP,19,31,0.0,1.0,6
TEP,19,32,0.0,1.0,6
TEP,20,0,0.0,1.0,6
TEP,20,1,0.0,1.0,6
TEP,20,2,0.0,1.0,6
TEP,20,3,0.0,1.0,6
TEP,20,4,0.0,1.0,6
TEP,20,5,0.0,1.0,6
TEP,20,6,0.0,1.0,6
TEP,20,7,0.16666667,0.8333333,6
TEP,20,8,0.0,1.0,6
TEP,20,9,0.0,1.0,6
TEP,20,10,0.0,1.0,6
TEP,20,11,0.0,1.0,6
TEP,20,12,0.0,1.0,6
TEP,20,13,0.0,1.0,6
TEP,20,14,0.0,1.0,6
TEP,20,15,0.0,1.0,6
TEP,20,16,0.0,1.0,6
TEP,20,17,0.0,1.0,6
TEP,20,18,0.0,1.0,6
TEP,20,19,0.0,1.0,6
TEP,20,20,0.0,1.0,6
TEP,20,21,0.0,1.0,6
TEP,20,22,0.0,1.0,6
TEP,20,23,0.0,1.0,6
TEP,20,24,0.0,1.0,6
TEP,20,25,0.0,1.0,6
TEP,20,26,0.0,1.0,6
TEP,20,27,0.0,1.0,6
TEP,20,28,0.0,1.0,6
TEP,20,29,0.0,1.0,6
TEP,20,30,0.0,1.0,6
TEP,20,31,0.0,1.0,6
TEP,20,32,0.0,1.0,6
TEP,21,0,0.16666667,0.8333333,6
TEP,21,1,0.0,1.0,6
TEP,21,2,0.0,1.0,6
TEP,21,3,0.0,1.0,6
TEP,21,4,0.0,1.0,6
TEP,21,5,0.0,1.0,6
TEP,21,6,0.0,1.0,6
TEP,21,7,0.16666667,0.8333333,6
TEP,21,8,0.0,1.0,6
TEP,21,9,0.33333334,0.6666667,6
TEP,21,10,0.0,1.0,6
TEP,21,11,0.0,1.0,6
TEP,21,12,0.0,1.0,6
TEP,21,13,0.0,1.0,6
TEP,21,14,0.16666667,0.8333333,6
TEP,21,15,0.0,1.0,6
TEP,21,16,0.0,1.0,6
TEP,21,17,0.0,1.0,6
TEP,21,18,0.0,1.0,6
TEP,21,19,0.0,1.0,6
TEP,21,20,0.0,1.0,6
TEP,21,21,0.0,1.0,6
TEP,21,22,0.0,1.0,6
TEP,21,23,0.0,1.0,6
TEP,21,24,0.0,1.0,6
TEP,21,25,0.0,1.0,6
TEP,21,26,0.0,1.0,6
TEP,21,27,0.0,1.0,6
TEP,21,28,0.0,1.0,6
TEP,21,29,0.0,1.0,6
TEP,21,30,0.0,1.0,6
TEP,21,31,0.16666667,0.8333333,6
TEP,21,32,0.0,1.0,6
TEP,22,0,0.0,1.0,6
TEP,22,1,0.0,1.0,6
TEP,22,2,0.16666667,0.8333333,6
TEP,22,3,0.33333334,0.6666667,6
TEP,22,4,0.0,1.0,6
TEP,22,5,0.0,1.0,6
TEP,22,6,0.16666667,0.8333333,6
TEP,22,7,0.0,1.0,6
TEP,22,8,0.33333334,0.6666667,6
TEP,22,9,0.16666667,0.8333333,6
TEP,22,10,0.0,1.0,6
TEP,22,11,0.0,1.0,6
TEP,22,12,0.33333334,0.6666667,6
TEP,22,13,0.0,1.0,6
TEP,22,14,0.0,1.0,6
TEP,22,15,0.33333334,0.6666667,6
