condition,channels,macro_f1,macro_recall,fault_recall,binary_auprc,multiclass_auprc,far,early_recall,mean_detection_delay_seconds,detection_instance_rate
PROCESS_ONLY,22,0.42093799333931475,0.4854607487899312,0.7346905625642969,0.6061215099010431,0.48387309360917957,0.17094267554540585,0.941139705882353,1133.0,0.2127659574468085
PROCESS_PLUS_MASK,44,0.3795813597274149,0.45150491789712355,0.7297633872976339,0.7298316949917103,0.4580228998725171,0.46334488647272215,0.945735294117647,19.4,0.2127659574468085
