dataset,channel,frequency_bin,domain_score,domain_mask,fault_mask,quadrant
3W,19,0,0.9984205961227417,0.9917241334915161,0.3069869577884674,fault_low_domain_high
3W,19,1,0.6959095001220703,0.973793089389801,0.3159189820289612,fault_low_domain_high
3W,19,2,0.6302812099456787,0.9696551561355591,0.32174503803253174,fault_low_domain_high
3W,19,3,0.6075774431228638,0.9655172228813171,0.32452139258384705,fault_low_domain_high
3W,19,4,0.5921725034713745,0.9531034231185913,0.32554686069488525,fault_low_domain_high
3W,19,5,0.5979030132293701,0.9599999785423279,0.3259927034378052,fault_low_domain_high
3W,19,6,0.5941447615623474,0.9558620452880859,0.32675883173942566,fault_low_domain_high
3W,19,7,0.5907006859779358,0.951724112033844,0.3270739018917084,fault_low_domain_high
3W,19,8,0.587790846824646,0.9420689940452576,0.32825109362602234,fault_low_domain_high
3W,19,9,0.5866718292236328,0.9406896829605103,0.32797783613204956,fault_low_domain_high
3W,19,10,0.583747148513794,0.9144827723503113,0.3280330300331116,fault_low_domain_high
3W,19,11,0.5846084952354431,0.9241379499435425,0.3282349705696106,fault_low_domain_high
3W,19,12,0.583189845085144,0.9075862169265747,0.32829412817955017,fault_low_domain_high
3W,19,13,0.5824108123779297,0.8993103504180908,0.3283778131008148,fault_low_domain_high
3W,19,14,0.5854527354240417,0.9365517497062683,0.32793352007865906,fault_low_domain_high
3W,19,15,0.5811998844146729,0.8979310393333435,0.32875391840934753,fault_low_domain_high
3W,19,16,0.5801343321800232,0.8951724171638489,0.32857221364974976,fault_low_domain_high
3W,19,17,0.5795459747314453,0.8910344839096069,0.3285823464393616,fault_low_domain_high
3W,19,18,0.5806902647018433,0.8965517282485962,0.328390896320343,fault_low_domain_high
3W,19,19,0.5794484615325928,0.8896551728248596,0.32948049902915955,fault_low_domain_high
3W,19,20,0.5784165263175964,0.8813793063163757,0.3290940821170807,fault_low_domain_high
3W,19,21,0.579204261302948,0.8882758617401123,0.329243004322052,fault_low_domain_high
3W,19,22,0.5779755711555481,0.8758620619773865,0.3291609287261963,fault_low_domain_high
3W,19,23,0.5796765089035034,0.8937931060791016,0.32889384031295776,fault_low_domain_high
3W,19,24,0.5785312056541443,0.8841379284858704,0.32890990376472473,fault_low_domain_high
3W,19,25,0.5789320468902588,0.886896550655365,0.32910364866256714,fault_low_domain_high
3W,19,26,0.5765616297721863,0.8744827508926392,0.3290984332561493,fault_low_domain_high
3W,19,27,0.5785042643547058,0.882758617401123,0.3289574682712555,fault_low_domain_high
3W,19,28,0.5781530141830444,0.8786206841468811,0.32934466004371643,fault_low_domain_high
3W,19,29,0.5788965225219727,0.8855172395706177,0.32933342456817627,fault_low_domain_high
3W,19,30,0.579659104347229,0.8924137949943542,0.32943055033683777,fault_low_domain_high
3W,19,31,0.5780037045478821,0.8772413730621338,0.3296319544315338,fault_low_domain_high
3W,19,32,0.5782819986343384,0.8799999952316284,0.329355388879776,fault_low_domain_high
3W,20,0,1.0,0.9986206889152527,0.32709047198295593,fault_low_domain_high
3W,20,1,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,2,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,3,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,4,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,5,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,6,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,7,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,8,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,9,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,10,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,11,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,12,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,13,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,14,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,15,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,16,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,17,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,18,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,19,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,20,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,21,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,22,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,23,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,24,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,25,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,26,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,27,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,28,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,29,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,30,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,31,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,20,32,0.0,0.22206896543502808,0.2882382273674011,fault_low_domain_low
3W,21,0,0.9962063431739807,0.9903448224067688,0.97425776720047,fault_high_domain_high
3W,21,1,0.31026458740234375,0.6331034302711487,0.700515866279602,fault_high_domain_high
3W,21,2,0.2981114089488983,0.6275861859321594,0.6931554675102234,fault_high_domain_high
3W,21,3,0.3265352249145508,0.634482741355896,0.6408961415290833,fault_high_domain_high
3W,21,4,0.4043377637863159,0.6731034517288208,0.5597606897354126,fault_high_domain_high
3W,21,5,0.4222641587257385,0.7227585911750793,0.5202299356460571,fault_high_domain_high
3W,21,6,0.4672916531562805,0.7765517234802246,0.4826970100402832,fault_low_domain_high
3W,21,7,0.4914560914039612,0.8082758784294128,0.5079236030578613,fault_high_domain_high
3W,21,8,0.450919508934021,0.7655172348022461,0.5167954564094543,fault_high_domain_high
3W,21,9,0.44173958897590637,0.7558620572090149,0.520221471786499,fault_high_domain_high
3W,21,10,0.4812212884426117,0.795862078666687,0.48289206624031067,fault_low_domain_high
3W,21,11,0.5098013281822205,0.8289655447006226,0.40295565128326416,fault_low_domain_high
3W,21,12,0.5964751243591309,0.9586206674575806,0.35180243849754333,fault_low_domain_high
3W,21,13,0.509709358215332,0.8275862336158752,0.3728468716144562,fault_low_domain_high
3W,21,14,0.48631057143211365,0.8041379451751709,0.41725295782089233,fault_low_domain_high
3W,21,15,0.43104177713394165,0.7296551465988159,0.4921404719352722,fault_low_domain_high
3W,21,16,0.3740696907043457,0.660689651966095,0.5396499633789062,fault_high_domain_high
3W,21,17,0.3950958847999573,0.6689655184745789,0.5200092196464539,fault_high_domain_high
3W,21,18,0.42899101972579956,0.7282758355140686,0.47120901942253113,fault_low_domain_high
3W,21,19,0.42723384499549866,0.725517213344574,0.4381755590438843,fault_low_domain_high
3W,21,20,0.5002750158309937,0.8165517449378967,0.41223177313804626,fault_low_domain_high
3W,21,21,0.42532509565353394,0.7241379022598267,0.4721577763557434,fault_low_domain_high
3W,21,22,0.3559771776199341,0.6413792967796326,0.5553867220878601,fault_high_domain_high
3W,21,23,0.3038254678249359,0.6317241191864014,0.5981529951095581,fault_high_domain_high
3W,21,24,0.28510141372680664,0.6248275637626648,0.613247275352478,fault_high_domain_high
3W,21,25,0.2761906683444977,0.6206896305084229,0.6230176687240601,fault_high_domain_high
3W,21,26,0.2821309566497803,0.6234482526779175,0.6130954623222351,fault_high_domain_high
3W,21,27,0.2551686763763428,0.5793103575706482,0.6368444561958313,fault_high_domain_high
3W,21,28,0.23326098918914795,0.5765517354011536,0.6532841920852661,fault_high_domain_high
3W,21,29,0.21546246111392975,0.5682758688926697,0.6661569476127625,fault_high_domain_high
3W,21,30,0.21217145025730133,0.5641379356384277,0.6653276681900024,fault_high_domain_high
3W,21,31,0.2131727635860443,0.565517246723175,0.6653217673301697,fault_high_domain_high
3W,21,32,0.2136528193950653,0.5668965578079224,0.6669731140136719,fault_high_domain_high
TEP,0,0,0.0450434572994709,0.12011662125587463,0.5618246793746948,fault_high_domain_low
TEP,0,1,0.11261200159788132,0.984839677810669,0.39267370104789734,fault_low_domain_high
TEP,0,2,0.06226680800318718,0.6443148851394653,0.34946680068969727,fault_low_domain_high
TEP,0,3,0.06649576127529144,0.7323614954948425,0.30751702189445496,fault_low_domain_high
TEP,0,4,0.07440400868654251,0.8629737496376038,0.33737650513648987,fault_low_domain_high
TEP,0,5,0.07441502809524536,0.8635568618774414,0.2804476320743561,fault_low_domain_high
TEP,0,6,0.054606467485427856,0.40699708461761475,0.31933268904685974,fault_low_domain_low
TEP,0,7,0.06668050587177277,0.735276997089386,0.374477744102478,fault_low_domain_high
TEP,0,8,0.05926854908466339,0.5580174922943115,0.3208998739719391,fault_low_domain_high
TEP,0,9,0.06983914971351624,0.7965014576911926,0.2738749086856842,fault_low_domain_high
TEP,0,10,0.06597602367401123,0.718367338180542,0.4326048493385315,fault_low_domain_high
TEP,0,11,0.06897536665201187,0.7807580232620239,0.41929328441619873,fault_low_domain_high
TEP,0,12,0.07752621173858643,0.8921282887458801,0.29434892535209656,fault_low_domain_high
TEP,0,13,0.06700792163610458,0.7411078810691833,0.3457193076610565,fault_low_domain_high
TEP,0,14,0.057319652289152145,0.4967930018901825,0.29371026158332825,fault_low_domain_low
TEP,0,15,0.07378201931715012,0.8524781465530396,0.3290543556213379,fault_low_domain_high
TEP,0,16,0.07155095040798187,0.82798832654953,0.30407944321632385,fault_low_domain_high
TEP,0,17,0.07885526120662689,0.903207004070282,0.33893683552742004,fault_low_domain_high
TEP,0,18,0.050006769597530365,0.26647230982780457,0.2604568302631378,fault_low_domain_low
TEP,0,19,0.05734679475426674,0.5002915263175964,0.3545745313167572,fault_low_domain_high
TEP,0,20,0.059131063520908356,0.5545189380645752,0.3233438730239868,fault_low_domain_high
TEP,0,21,0.06355313956737518,0.6723031997680664,0.4098680019378662,fault_low_domain_high
TEP,0,22,0.049878232181072235,0.2635568380355835,0.40546074509620667,fault_low_domain_low
TEP,0,23,0.049412086606025696,0.2489795982837677,0.3237699270248413,fault_low_domain_low
TEP,0,24,0.05508701130747795,0.41982507705688477,0.3830329179763794,fault_low_domain_low
TEP,0,25,0.048052918165922165,0.20932944118976593,0.36631152033805847,fault_low_domain_low
TEP,0,26,0.03453025966882706,0.004664722830057144,0.36503830552101135,fault_low_domain_low
TEP,0,27,0.046103328466415405,0.14577259123325348,0.3553120195865631,fault_low_domain_low
TEP,0,28,0.04802726209163666,0.20874635875225067,0.4016379714012146,fault_low_domain_low
TEP,0,29,0.04315463453531265,0.08454810827970505,0.3664553463459015,fault_low_domain_low
TEP,0,30,0.050649575889110565,0.28396502137184143,0.4038613736629486,fault_low_domain_low
TEP,0,31,0.05002876743674278,0.2676384747028351,0.4224255681037903,fault_low_domain_low
TEP,0,32,0.039251890033483505,0.03206996992230415,0.32927268743515015,fault_low_domain_low
TEP,1,0,0.07183048129081726,0.8297376036643982,0.4254855811595917,fault_low_domain_high
TEP,1,1,0.06647396832704544,0.7300291657447815,0.35725441575050354,fault_low_domain_high
TEP,1,2,0.06064881756901741,0.602332353591919,0.4592563807964325,fault_low_domain_high
TEP,1,3,0.06847968697547913,0.7655976414680481,0.27638593316078186,fault_low_domain_high
TEP,1,4,0.06252031773328781,0.6501457691192627,0.39410126209259033,fault_low_domain_high
TEP,1,5,0.0760342925786972,0.8810495734214783,0.3329533636569977,fault_low_domain_high
TEP,1,6,0.0619330108165741,0.6361516118049622,0.3004418611526489,fault_low_domain_high
TEP,1,7,0.06924055516719818,0.7848396301269531,0.32757434248924255,fault_low_domain_high
TEP,1,8,0.051738787442445755,0.3142857253551483,0.2988172769546509,fault_low_domain_low
TEP,1,9,0.05558077245950699,0.43673470616340637,0.28795427083969116,fault_low_domain_low
TEP,1,10,0.05452705919742584,0.40291544795036316,0.32480061054229736,fault_low_domain_low
TEP,1,11,0.06643515080213547,0.7294460535049438,0.3377424478530884,fault_low_domain_high
TEP,1,12,0.05753123387694359,0.5078717470169067,0.28141021728515625,fault_low_domain_high
TEP,1,13,0.04626942053437233,0.14752186834812164,0.29406774044036865,fault_low_domain_low
TEP,1,14,0.05911043658852577,0.5533527731895447,0.3297906816005707,fault_low_domain_high
TEP,1,15,0.060825176537036896,0.6064140200614929,0.34836655855178833,fault_low_domain_high
TEP,1,16,0.06828606873750687,0.7597667574882507,0.4444894790649414,fault_low_domain_high
TEP,1,17,0.06623143702745438,0.7241982221603394,0.35283124446868896,fault_low_domain_high
TEP,1,18,0.06254954636096954,0.6513119339942932,0.294175922870636,fault_low_domain_high
TEP,1,19,0.05882827565073967,0.5446063876152039,0.2676125466823578,fault_low_domain_high
TEP,1,20,0.043477557599544525,0.08804664760828018,0.2877252697944641,fault_low_domain_low
TEP,1,21,0.059136103838682175,0.5551020503044128,0.39714327454566956,fault_low_domain_high
TEP,1,22,0.045224785804748535,0.12536443769931793,0.28401559591293335,fault_low_domain_low
TEP,1,23,0.05607668682932854,0.45655977725982666,0.285035103559494,fault_low_domain_low
TEP,1,24,0.04848035052418709,0.2227405309677124,0.3112069368362427,fault_low_domain_low
TEP,1,25,0.057234808802604675,0.49096208810806274,0.3330227732658386,fault_low_domain_low
TEP,1,26,0.0389554537832737,0.030320700258016586,0.3275851905345917,fault_low_domain_low
TEP,1,27,0.049664344638586044,0.2530612349510193,0.3010968565940857,fault_low_domain_low
TEP,1,28,0.05599353462457657,0.4548105001449585,0.2923286557197571,fault_low_domain_low
TEP,1,29,0.04280226305127144,0.07813411206007004,0.28086215257644653,fault_low_domain_low
TEP,1,30,0.0483354777097702,0.21865889430046082,0.2997015118598938,fault_low_domain_low
TEP,1,31,0.04416570067405701,0.10320699959993362,0.30254650115966797,fault_low_domain_low
TEP,1,32,0.05053653195500374,0.2804664671421051,0.277499794960022,fault_low_domain_low
TEP,2,0,0.06147277355194092,0.6244897842407227,0.6307511925697327,fault_high_domain_high
TEP,2,1,0.15541930496692657,0.993586003780365,0.5824968218803406,fault_high_domain_high
TEP,2,2,0.05027419328689575,0.2728863060474396,0.48049575090408325,fault_low_domain_low
TEP,2,3,0.05834038183093071,0.5341107845306396,0.4112514853477478,fault_low_domain_high
TEP,2,4,0.05761902406811714,0.5125364661216736,0.3819003999233246,fault_low_domain_high
TEP,2,5,0.06089384853839874,0.6081632375717163,0.28528544306755066,fault_low_domain_high
TEP,2,6,0.054995711892843246,0.41749271750450134,0.27018481492996216,fault_low_domain_low
TEP,2,7,0.06991688162088394,0.8005830645561218,0.5866091251373291,fault_high_domain_high
TEP,2,8,0.04566890001296997,0.13586005568504333,0.30749762058258057,fault_low_domain_low
TEP,2,9,0.06342419981956482,0.6693877577781677,0.29183894395828247,fault_low_domain_high
TEP,2,10,0.06007708981633186,0.5836734771728516,0.2619873583316803,fault_low_domain_high
TEP,2,11,0.05106620118021965,0.29271137714385986,0.26758506894111633,fault_low_domain_low
TEP,2,12,0.05131134018301964,0.29970845580101013,0.2660684585571289,fault_low_domain_low
TEP,2,13,0.06553898006677628,0.7131195068359375,0.2789013087749481,fault_low_domain_high
TEP,2,14,0.05963907018303871,0.5708454847335815,0.3298215866088867,fault_low_domain_high
TEP,2,15,0.051112398505210876,0.2938775420188904,0.2851862609386444,fault_low_domain_low
TEP,2,16,0.05825459212064743,0.5294460654258728,0.34395700693130493,fault_low_domain_high
TEP,2,17,0.04733109846711159,0.18717201054096222,0.3246963322162628,fault_low_domain_low
TEP,2,18,0.05778076872229576,0.5166180729866028,0.3441507816314697,fault_low_domain_high
TEP,2,19,0.0624869130551815,0.6489796042442322,0.3031904101371765,fault_low_domain_high
TEP,2,20,0.05967722088098526,0.5720116496086121,0.2918124496936798,fault_low_domain_high
TEP,2,21,0.05805074796080589,0.5230320692062378,0.2654603123664856,fault_low_domain_high
TEP,2,22,0.039751604199409485,0.03615160286426544,0.3407438099384308,fault_low_domain_low
TEP,2,23,0.054032307118177414,0.388338178396225,0.334549218416214,fault_low_domain_low
TEP,2,24,0.06164732947945595,0.627988338470459,0.29409801959991455,fault_low_domain_high
TEP,2,25,0.04390871152281761,0.09504373371601105,0.33434417843818665,fault_low_domain_low
TEP,2,26,0.05003482103347778,0.268804669380188,0.2672121524810791,fault_low_domain_low
TEP,2,27,0.05706855654716492,0.48571428656578064,0.2792682349681854,fault_low_domain_low
TEP,2,28,0.05268455296754837,0.3434402346611023,0.3415212631225586,fault_low_domain_low
TEP,2,29,0.06009335443377495,0.5860058069229126,0.43556275963783264,fault_low_domain_high
TEP,2,30,0.05819518491625786,0.5259475111961365,0.3657393157482147,fault_low_domain_high
TEP,2,31,0.0470462292432785,0.17784257233142853,0.2658533453941345,fault_low_domain_low
TEP,2,32,0.054291680455207825,0.39650145173072815,0.26364946365356445,fault_low_domain_low
TEP,3,0,0.05117955803871155,0.2973760962486267,0.6367380619049072,fault_high_domain_low
TEP,3,1,0.17263905704021454,0.9959183931350708,0.5453989505767822,fault_high_domain_high
TEP,3,2,0.05988491699099541,0.5795918107032776,0.4641753137111664,fault_low_domain_high
TEP,3,3,0.046673696488142014,0.16559766232967377,0.48231667280197144,fault_low_domain_low
TEP,3,4,0.060728125274181366,0.6046647429466248,0.3421260118484497,fault_low_domain_high
TEP,3,5,0.048114530742168427,0.21166180074214935,0.31624308228492737,fault_low_domain_low
TEP,3,6,0.05215367302298546,0.3276968002319336,0.42812278866767883,fault_low_domain_low
TEP,3,7,0.04615107551217079,0.1469387710094452,0.3508338928222656,fault_low_domain_low
TEP,3,8,0.055808864533901215,0.44606414437294006,0.30763664841651917,fault_low_domain_low
TEP,3,9,0.06841575354337692,0.7632653117179871,0.28594478964805603,fault_low_domain_high
TEP,3,10,0.044885095208883286,0.11720116436481476,0.28275424242019653,fault_low_domain_low
TEP,3,11,0.05333111807703972,0.3685131072998047,0.30690237879753113,fault_low_domain_low
TEP,3,12,0.04975428432226181,0.25889211893081665,0.284858375787735,fault_low_domain_low
TEP,3,13,0.05752572417259216,0.5072886347770691,0.2698758542537689,fault_low_domain_high
TEP,3,14,0.05867772921919823,0.5428571701049805,0.2850799560546875,fault_low_domain_high
TEP,3,15,0.047895338386297226,0.20291544497013092,0.32742393016815186,fault_low_domain_low
TEP,3,16,0.05866419896483421,0.5416909456253052,0.34060683846473694,fault_low_domain_high
TEP,3,17,0.05663808062672615,0.4728862941265106,0.3005756139755249,fault_low_domain_low
TEP,3,18,0.054207056760787964,0.3918367326259613,0.4032135605812073,fault_low_domain_low
TEP,3,19,0.05501902848482132,0.4180757999420166,0.27789896726608276,fault_low_domain_low
TEP,3,20,0.048193998634815216,0.2122448980808258,0.310697078704834,fault_low_domain_low
TEP,3,21,0.04810535907745361,0.2110787183046341,0.38882049918174744,fault_low_domain_low
TEP,3,22,0.05745629593729973,0.5055393576622009,0.3141029477119446,fault_low_domain_high
TEP,3,23,0.03927130252122879,0.03265305981040001,0.34546956419944763,fault_low_domain_low
TEP,3,24,0.04433021321892738,0.10670553892850876,0.31048783659935,fault_low_domain_low
TEP,3,25,0.06892505288124084,0.7778425812721252,0.28788381814956665,fault_low_domain_high
TEP,3,26,0.05829629674553871,0.5323615074157715,0.27142050862312317,fault_low_domain_high
TEP,3,27,0.04984431341290474,0.26297375559806824,0.2770145535469055,fault_low_domain_low
TEP,3,28,0.04787630960345268,0.20233236253261566,0.28549155592918396,fault_low_domain_low
TEP,3,29,0.058157242834568024,0.524781346321106,0.27159228920936584,fault_low_domain_high
TEP,3,30,0.038764674216508865,0.027988338842988014,0.2856267988681793,fault_low_domain_low
TEP,3,31,0.05804910510778427,0.5224489569664001,0.3220759630203247,fault_low_domain_high
TEP,3,32,0.04586990550160408,0.13935859501361847,0.2961098551750183,fault_low_domain_low
TEP,4,0,0.04078175500035286,0.047230321913957596,0.2758837640285492,fault_low_domain_low
TEP,4,1,0.051544249057769775,0.3090378940105438,0.3310634195804596,fault_low_domain_low
TEP,4,2,0.04544060304760933,0.1311953365802765,0.2838563024997711,fault_low_domain_low
TEP,4,3,0.050976745784282684,0.29037901759147644,0.30309945344924927,fault_low_domain_low
TEP,4,4,0.04211372137069702,0.06705539673566818,0.2806556522846222,fault_low_domain_low
TEP,4,5,0.049981482326984406,0.2658892273902893,0.2781349718570709,fault_low_domain_low
TEP,4,6,0.0469714030623436,0.17376093566417694,0.26752567291259766,fault_low_domain_low
TEP,4,7,0.04505806416273117,0.1218658909201622,0.28396326303482056,fault_low_domain_low
TEP,4,8,0.05297339707612991,0.3568513095378876,0.29695478081703186,fault_low_domain_low
TEP,4,9,0.052877459675073624,0.352769672870636,0.3070719242095947,fault_low_domain_low
TEP,4,10,0.06464267522096634,0.6962099075317383,0.27483299374580383,fault_low_domain_high
TEP,4,11,0.05991862714290619,0.5813410878181458,0.28359007835388184,fault_low_domain_high
TEP,4,12,0.05923161283135414,0.5574343800544739,0.29153478145599365,fault_low_domain_high
TEP,4,13,0.04845922440290451,0.2215743511915207,0.2713983654975891,fault_low_domain_low
TEP,4,14,0.05676116421818733,0.4746355712413788,0.26690271496772766,fault_low_domain_low
TEP,4,15,0.057154636830091476,0.48688048124313354,0.26669588685035706,fault_low_domain_low
TEP,4,16,0.05796261876821518,0.5212827920913696,0.359489768743515,fault_low_domain_high
TEP,4,17,0.046843305230140686,0.17084547877311707,0.2631124258041382,fault_low_domain_low
TEP,4,18,0.0525679774582386,0.33760932087898254,0.2661145031452179,fault_low_domain_low
TEP,4,19,0.057344794273376465,0.4997084438800812,0.2980774939060211,fault_low_domain_low
TEP,4,20,0.04505337029695511,0.12128280103206635,0.26731976866722107,fault_low_domain_low
TEP,4,21,0.04826868698000908,0.21690961718559265,0.2892683148384094,fault_low_domain_low
TEP,4,22,0.04249970242381096,0.07521865516901016,0.274824857711792,fault_low_domain_low
TEP,4,23,0.05972068011760712,0.5737609267234802,0.3182876408100128,fault_low_domain_high
TEP,4,24,0.05149049311876297,0.30728861689567566,0.27216270565986633,fault_low_domain_low
TEP,4,25,0.053141456097364426,0.3626822233200073,0.28574350476264954,fault_low_domain_low
TEP,4,26,0.059676431119441986,0.5714285969734192,0.3225040137767792,fault_low_domain_high
TEP,4,27,0.05074479430913925,0.28629738092422485,0.3114401400089264,fault_low_domain_low
TEP,4,28,0.057627007365226746,0.5131195187568665,0.32447296380996704,fault_low_domain_high
TEP,4,29,0.0529569573700428,0.3562682271003723,0.27273306250572205,fault_low_domain_low
TEP,4,30,0.0559220165014267,0.4518950581550598,0.29535943269729614,fault_low_domain_low
TEP,4,31,0.048236243426799774,0.21516035497188568,0.2871452867984772,fault_low_domain_low
TEP,4,32,0.04302211105823517,0.08046647161245346,0.2718823254108429,fault_low_domain_low
TEP,5,0,0.04665705934166908,0.1650145798921585,0.47090134024620056,fault_low_domain_low
TEP,5,1,0.057016562670469284,0.4839650094509125,0.430446594953537,fault_low_domain_low
TEP,5,2,0.04860736429691315,0.2279883325099945,0.3931903541088104,fault_low_domain_low
TEP,5,3,0.04343140870332718,0.08746355772018433,0.369265079498291,fault_low_domain_low
TEP,5,4,0.045401431620121,0.13061223924160004,0.32172226905822754,fault_low_domain_low
TEP,5,5,0.046504054218530655,0.15510204434394836,0.2747243642807007,fault_low_domain_low
TEP,5,6,0.04546903073787689,0.1323615163564682,0.2972293496131897,fault_low_domain_low
TEP,5,7,0.05132777616381645,0.3002915382385254,0.2783498466014862,fault_low_domain_low
TEP,5,8,0.058682482689619064,0.5434402227401733,0.31279611587524414,fault_low_domain_high
TEP,5,9,0.041879553347826004,0.061807580292224884,0.32498636841773987,fault_low_domain_low
TEP,5,10,0.05105939134955406,0.2909621000289917,0.3022369146347046,fault_low_domain_low
TEP,5,11,0.04952378198504448,0.2518950402736664,0.27725356817245483,fault_low_domain_low
TEP,5,12,0.052786581218242645,0.3498542308807373,0.28523701429367065,fault_low_domain_low
TEP,5,13,0.0558474101126194,0.4483965039253235,0.33198636770248413,fault_low_domain_low
TEP,5,14,0.05682970583438873,0.4769679307937622,0.26394152641296387,fault_low_domain_low
TEP,5,15,0.053194351494312286,0.3644315004348755,0.2871353030204773,fault_low_domain_low
TEP,5,16,0.06272965669631958,0.6565597653388977,0.2727539539337158,fault_low_domain_high
TEP,5,17,0.05780942738056183,0.5172011852264404,0.3366369605064392,fault_low_domain_high
TEP,5,18,0.06185071915388107,0.6349854469299316,0.3197305202484131,fault_low_domain_high
TEP,5,19,0.046078041195869446,0.14518950879573822,0.4299008548259735,fault_low_domain_low
TEP,5,20,0.045465223491191864,0.13177841901779175,0.2846265733242035,fault_low_domain_low
TEP,5,21,0.04979712516069412,0.2606413960456848,0.3219645619392395,fault_low_domain_low
TEP,5,22,0.05653253197669983,0.4693877696990967,0.4006596505641937,fault_low_domain_low
TEP,5,23,0.06116499379277229,0.6163265109062195,0.2713623344898224,fault_low_domain_high
TEP,5,24,0.05106301233172417,0.2921282947063446,0.2766819894313812,fault_low_domain_low
TEP,5,25,0.03875062242150307,0.02740524709224701,0.3195204436779022,fault_low_domain_low
TEP,5,26,0.04746352136135101,0.1900874674320221,0.2992609739303589,fault_low_domain_low
TEP,5,27,0.04413480684161186,0.10145772248506546,0.3115151524543762,fault_low_domain_low
TEP,5,28,0.047751232981681824,0.19825072586536407,0.29158273339271545,fault_low_domain_low
TEP,5,29,0.0471484437584877,0.18134111166000366,0.3055771589279175,fault_low_domain_low
TEP,5,30,0.048363711684942245,0.21924197673797607,0.27220600843429565,fault_low_domain_low
TEP,5,31,0.06429074704647064,0.6892127990722656,0.26249927282333374,fault_low_domain_high
TEP,5,32,0.03440544754266739,0.004081632476300001,0.2785385251045227,fault_low_domain_low
TEP,6,0,0.07461367547512054,0.8658891916275024,0.477663516998291,fault_low_domain_high
TEP,6,1,0.19323892891407013,0.9982507228851318,0.6208986639976501,fault_high_domain_high
TEP,6,2,0.07342884689569473,0.8478134274482727,0.6470549702644348,fault_high_domain_high
TEP,6,3,0.06622546911239624,0.7236151695251465,0.6313866376876831,fault_high_domain_high
TEP,6,4,0.061113134026527405,0.6145772337913513,0.5806951522827148,fault_high_domain_high
TEP,6,5,0.07416193932294846,0.8594751954078674,0.6082744002342224,fault_high_domain_high
TEP,6,6,0.05598428100347519,0.4536443054676056,0.5845609903335571,fault_high_domain_low
TEP,6,7,0.05767214670777321,0.5137026309967041,0.6048230528831482,fault_high_domain_high
TEP,6,8,0.06737278401851654,0.7446064352989197,0.6140378713607788,fault_high_domain_high
TEP,6,9,0.0686882957816124,0.7702624201774597,0.6721272468566895,fault_high_domain_high
TEP,6,10,0.06977885216474533,0.7947521805763245,0.6526317000389099,fault_high_domain_high
TEP,6,11,0.05960739776492119,0.569679319858551,0.6269934773445129,fault_high_domain_high
TEP,6,12,0.06175708770751953,0.6314868927001953,0.6942031383514404,fault_high_domain_high
TEP,6,13,0.0609448105096817,0.6093294620513916,0.651494562625885,fault_high_domain_high
TEP,6,14,0.05013545975089073,0.26938775181770325,0.6764497756958008,fault_high_domain_low
TEP,6,15,0.05942591652274132,0.5661807656288147,0.6477673649787903,fault_high_domain_high
TEP,6,16,0.058436281979084015,0.5370262265205383,0.6771284341812134,fault_high_domain_high
TEP,6,17,0.05578147619962692,0.4443148672580719,0.7232505083084106,fault_high_domain_low
TEP,6,18,0.0590403750538826,0.5521866083145142,0.7135897874832153,fault_high_domain_high
TEP,6,19,0.05851718410849571,0.5381923913955688,0.7366715669631958,fault_high_domain_high
