split_index,split_seed,macro_f1,recall_macro,auprc_fault_vs_normal,auprc_multiclass_macro,far,early_recall,mean_detection_delay_seconds,class_0_recall,class_0_f1,class_2_recall,class_2_f1,class_8_recall,class_8_f1,class_9_recall,class_9_f1
0,42,0.5637220995788804,0.5730926831307006,0.7963307486703217,0.5205132348792461,0.36160022052996105,0.9141394249704609,942.0434782608696,0.6383997794700389,0.7297973332282907,0.27913159060700043,0.43643921025285765,0.8989772934802459,0.8340393087089122,0.47586206896551725,0.25461254612546125
1,43,0.5020895480258222,0.6711914329445247,0.5078042515794021,0.5704549160054474,0.6040555339668633,0.9213097282254722,2256.8888888888887,0.39594446603313666,0.5575495280379063,0.36629526462395545,0.5361875637104995,0.9225260011210065,0.867398623920363,1.0,0.047222476434519996
2,44,0.5165087277638968,0.8046883878630057,0.8120118112017229,0.6279567142388827,0.3699760024156509,0.9987244419433502,70.0,0.6300239975843491,0.7727680311890838,0.7014218009478673,0.1581196581196581,0.9672339748687768,0.8033290399286634,0.9200737780510299,0.33181818181818185
