dataset,variant,seed,metric,value,delta_vs_full,delta_vs_uniform
3W,W/O_S,42,early_recall,0.9033365216902043,0.006611151747032085,0.0014347605919091677
3W,W/O_S,42,mean_detection_delay_seconds,967.0454545454545,50.90909090909088,1.4545454545453822
3W,W/O_S,42,class_2_recall,0.28178998670801947,0.0,0.0
3W,W/O_S,42,class_8_recall,0.953856455834906,0.011261946794910882,0.013270834601570636
3W,W/O_S,42,class_9_recall,0.009655172413793104,0.0,0.0
3W,W/O_S,42,class_2_f1,0.42655935613682094,-0.0020120724346076035,-0.0033156016191777105
3W,W/O_S,42,class_8_f1,0.807004442155411,-0.023626550937863366,0.006548548565119439
3W,W/O_S,42,class_9_f1,0.014742014742014743,0.0005336250261825364,0.00181893781893782
3W,W/O_S,43,macro_f1,0.5480405314673504,-0.005201370654579152,0.028600392614442915
3W,W/O_S,43,recall_macro,0.5511726104030864,-0.01992586992663925,0.09820753316676112
3W,W/O_S,43,auprc_fault_vs_normal,0.8806897405806422,-0.004450833844721558,0.0025867633387948175
3W,W/O_S,43,auprc_multiclass_macro,0.6591054177244117,-0.005706566353631981,-0.007019730660526746
3W,W/O_S,43,far,0.4935391612969918,-0.00392818993142896,0.020192274559801493
3W,W/O_S,43,early_recall,0.9360828222584819,-0.006526754065155016,0.021155685590502404
3W,W/O_S,43,mean_detection_delay_seconds,364.7142857142857,27.428571428571445,42.666666666666686
3W,W/O_S,43,class_2_recall,0.45414266725742136,0.006202924235711116,0.06025697828976517
3W,W/O_S,43,class_8_recall,0.8325926827783527,-0.0006391915748462651,0.00012175077616127794
3W,W/O_S,43,class_9_recall,0.4114942528735632,-0.08919540229885059,0.35264367816091957
3W,W/O_S,43,class_2_f1,0.6013493693165151,-0.0036775606655315984,0.040289097937531104
3W,W/O_S,43,class_8_f1,0.8612855995843763,0.0007612691430334273,0.0036634237012763693
3W,W/O_S,43,class_9_f1,0.09114981158977492,-0.018045014440506837,0.07714313653369351
3W,W/O_S,44,macro_f1,0.4940400090966299,0.08790250272635236,0.12735266081492103
3W,W/O_S,44,recall_macro,0.45529529273238617,0.10023283491434709,0.15304138654994526
3W,W/O_S,44,auprc_fault_vs_normal,0.8948971015862981,0.42659820875551674,0.35687122212714406
3W,W/O_S,44,auprc_multiclass_macro,0.5361059012428319,0.17078221219196377,0.21287629837318772
3W,W/O_S,44,far,0.30757038006960474,-0.006167947348471814,-0.06660693980221222
3W,W/O_S,44,early_recall,0.8559331570359534,0.16325324931075225,0.1234738085860575
3W,W/O_S,44,mean_detection_delay_seconds,2100.125,1842.6666666666667,1909.3333333333333
3W,W/O_S,44,class_2_recall,0.281346920691183,0.00044306601683652413,0.002215330084182565
3W,W/O_S,44,class_8_recall,0.8446460096183113,0.3943203262920801,0.5433432763133865
3W,W/O_S,44,class_9_recall,0.002758620689655172,0.0,0.0
3W,W/O_S,44,class_2_f1,0.4024081115335868,-0.01969574998438922,-0.024855367611886225
3W,W/O_S,44,class_8_f1,0.8406034169392949,0.296389483296979,0.43639761865428056
3W,W/O_S,44,class_9_f1,0.001410105757931845,0.0005909372140039318,0.0008986186090464606
3W,FULL_DES,42,macro_f1,0.5008371153151577,0.0,0.024474989104221245
3W,FULL_DES,42,recall_macro,0.47239124435515506,0.0,0.0240713615402387
3W,FULL_DES,42,auprc_fault_vs_normal,0.7838617077000614,0.0,0.00479922930563037
3W,FULL_DES,42,auprc_multiclass_macro,0.5243576299413725,0.0,0.007848371557820033
3W,FULL_DES,42,far,0.3444746907411874,0.0,-0.09427655835429516
3W,FULL_DES,42,early_recall,0.8967253699431722,0.0,-0.005176391155122917
3W,FULL_DES,42,mean_detection_delay_seconds,916.1363636363636,0.0,-49.454545454545496
3W,FULL_DES,42,class_2_recall,0.28178998670801947,0.0,0.0
3W,FULL_DES,42,class_8_recall,0.9425945090399951,0.0,0.0020088878066597537
3W,FULL_DES,42,class_9_recall,0.009655172413793104,0.0,0.0
3W,FULL_DES,42,class_2_f1,0.42857142857142855,0.0,-0.001303529184570107
3W,FULL_DES,42,class_8_f1,0.8306309930932744,0.0,0.030175099502982805
3W,FULL_DES,42,class_9_f1,0.014208389715832206,0.0,0.0012853127927552836
3W,FULL_DES,43,macro_f1,0.5532419021219296,0.0,0.03380176326902207
3W,FULL_DES,43,recall_macro,0.5710984803297257,0.0,0.11813340309340037
3W,FULL_DES,43,auprc_fault_vs_normal,0.8851405744253638,0.0,0.007037597183516375
3W,FULL_DES,43,auprc_multiclass_macro,0.6648119840780436,0.0,-0.0013131643068947652
3W,FULL_DES,43,far,0.4974673512284208,0.0,0.024120464491230453
3W,FULL_DES,43,early_recall,0.942609576323637,0.0,0.02768243965565742
3W,FULL_DES,43,mean_detection_delay_seconds,337.2857142857143,0.0,15.23809523809524
3W,FULL_DES,43,class_2_recall,0.44793974302171025,0.0,0.05405405405405406
3W,FULL_DES,43,class_8_recall,0.833231874353199,0.0,0.000760942351007543
3W,FULL_DES,43,class_9_recall,0.5006896551724138,0.0,0.44183908045977016
3W,FULL_DES,43,class_2_f1,0.6050269299820467,0.0,0.0439666586030627
3W,FULL_DES,43,class_8_f1,0.8605243304413429,0.0,0.002902154558242942
3W,FULL_DES,43,class_9_f1,0.10919482603028176,0.0,0.09518815097420034
3W,FULL_DES,44,macro_f1,0.4061375063702775,0.0,0.039450158088568665
3W,FULL_DES,44,recall_macro,0.3550624578180391,0.0,0.05280855163559817
3W,FULL_DES,44,auprc_fault_vs_normal,0.46829889283078135,0.0,-0.06972698662837268
3W,FULL_DES,44,auprc_multiclass_macro,0.3653236890508681,0.0,0.042094086181223955
3W,FULL_DES,44,far,0.31373832741807656,0.0,-0.0604389924537404
3W,FULL_DES,44,early_recall,0.6926799077252012,0.0,-0.03977944072469475
3W,FULL_DES,44,mean_detection_delay_seconds,257.4583333333333,0.0,66.66666666666666
3W,FULL_DES,44,class_2_recall,0.2809038546743465,0.0,0.001772264067346041
3W,FULL_DES,44,class_8_recall,0.4503256833262312,0.0,0.1490229500213064
3W,FULL_DES,44,class_9_recall,0.002758620689655172,0.0,0.0
3W,FULL_DES,44,class_2_f1,0.422103861517976,0.0,-0.005159617627497004
3W,FULL_DES,44,class_8_f1,0.5442139336423159,0.0,0.14000813535730156
3W,FULL_DES,44,class_9_f1,0.0008191685439279131,0.0,0.0003076813950425288
3W,D_ONLY,42,macro_f1,0.47965053805001456,-0.02118657726514317,0.003288411839078076
3W,D_ONLY,42,recall_macro,0.4519171300789939,-0.020474114276161137,0.0035972472640775632
3W,D_ONLY,42,auprc_fault_vs_normal,0.7665460764612774,-0.01731563123878399,-0.01251640193315362
3W,D_ONLY,42,auprc_multiclass_macro,0.5293956768235498,0.005038046882177349,0.012886418439997382
3W,D_ONLY,42,far,0.43882016470831464,0.09434547396712722,6.89156128320656e-05
3W,D_ONLY,42,early_recall,0.9064592359196534,0.009733865976481182,0.004557474821358265
3W,D_ONLY,42,mean_detection_delay_seconds,232.5,-683.6363636363636,-733.0909090909091
3W,D_ONLY,42,class_2_recall,0.28178998670801947,0.0,0.0
3W,D_ONLY,42,class_8_recall,0.9550435259024777,0.012449016862482565,0.014457904669142319
3W,D_ONLY,42,class_9_recall,0.009655172413793104,0.0,0.0
3W,D_ONLY,42,class_2_f1,0.4323589394969409,0.0037875109255123274,0.0024839817409422205
3W,D_ONLY,42,class_8_f1,0.8076343933797506,-0.022996599713523747,0.0071784997894590585
3W,D_ONLY,42,class_9_f1,0.014280856851411085,7.246713557887939e-05,0.001357779928334163
3W,D_ONLY,43,macro_f1,0.5519142707246498,-0.0013276313972797604,0.03247413187174231
3W,D_ONLY,43,recall_macro,0.5458571657610662,-0.025241314568659412,0.09289208852474096
3W,D_ONLY,43,auprc_fault_vs_normal,0.8820311315104368,-0.0031094429149269853,0.00392815426858939
3W,D_ONLY,43,auprc_multiclass_macro,0.6637750943082781,-0.00103688976976557,-0.002350054076660335
3W,D_ONLY,43,far,0.4904035009131319,-0.007063850315288889,0.017056614175941565
3W,D_ONLY,43,early_recall,0.9334383615596692,-0.009171214763967761,0.01851122489168966
3W,D_ONLY,43,mean_detection_delay_seconds,344.9047619047619,7.619047619047649,22.85714285714289
3W,D_ONLY,43,class_2_recall,0.47851129818342936,0.03057155516171911,0.08462560921577317
3W,D_ONLY,43,class_8_recall,0.8325622450843124,-0.0006696292688865846,9.131308212095846e-05
3W,D_ONLY,43,class_9_recall,0.3627586206896552,-0.13793103448275862,0.30390804597701154
3W,D_ONLY,43,class_2_f1,0.625,0.019973070017953343,0.06393972862101605
3W,D_ONLY,43,class_8_f1,0.861728939575326,0.0012046091339831255,0.0041067636922260675
3W,D_ONLY,43,class_9_f1,0.08116866416336609,-0.028026161866915672,0.06716198910728467
3W,D_ONLY,44,macro_f1,0.5068918550795625,0.10075434870928496,0.14020450679785362
3W,D_ONLY,44,recall_macro,0.4806071389744591,0.12554468115642003,0.1783532327920182
3W,D_ONLY,44,auprc_fault_vs_normal,0.8795073577194736,0.4112084648886923,0.3414814782603196
3W,D_ONLY,44,auprc_multiclass_macro,0.4981540410510284,0.1328303520001603,0.17492443818138426
3W,D_ONLY,44,far,0.19554805141104717,-0.11819027600702939,-0.1786292684607698
3W,D_ONLY,44,early_recall,0.8296573454115793,0.13697743768637816,0.09719799696168341
3W,D_ONLY,44,mean_detection_delay_seconds,730.2173913043479,472.75905797101456,539.4257246376812
3W,D_ONLY,44,class_2_recall,0.281346920691183,0.00044306601683652413,0.002215330084182565
3W,D_ONLY,44,class_8_recall,0.8338710659280453,0.3835453826018141,0.5325683326231205
3W,D_ONLY,44,class_9_recall,0.002758620689655172,0.0,0.0
3W,D_ONLY,44,class_2_f1,0.39699906220693965,-0.025104799311036374,-0.03026441693853338
3W,D_ONLY,44,class_8_f1,0.8382211207490018,0.29400718710668594,0.4340153224639875
3W,D_ONLY,44,class_9_f1,0.002430133657351154,0.001610965113423241,0.00191864650846577
3W,E_ONLY,42,macro_f1,0.5005005420093325,-0.0003365733058252607,0.024138415798395985
3W,E_ONLY,42,recall_macro,0.47149799186626556,-0.0008932524888894955,0.023178109051349205
3W,E_ONLY,42,auprc_fault_vs_normal,0.7910375148686957,0.007175807168634307,0.011975036474264678
3W,E_ONLY,42,auprc_multiclass_macro,0.5352603578868118,0.010902727945439339,0.018751099503259372
3W,E_ONLY,42,far,0.32759036559732607,-0.016884325143861345,-0.1111608834981565
3W,E_ONLY,42,early_recall,0.8881730715129691,-0.008552298430203109,-0.013728689585326026
3W,E_ONLY,42,mean_detection_delay_seconds,939.4090909090909,23.272727272727252,-26.181818181818244
3W,E_ONLY,42,class_2_recall,0.28178998670801947,0.0,0.0
3W,E_ONLY,42,class_8_recall,0.9225969440555184,-0.01999756498447669,-0.017988677177816936
3W,E_ONLY,42,class_9_recall,0.009195402298850575,-0.0004597701149425294,-0.0004597701149425294
3W,E_ONLY,42,class_2_f1,0.4242828552368246,-0.004288573334603973,-0.00559210251917408
3W,E_ONLY,42,class_8_f1,0.8290754923413567,-0.0015555007519176822,0.028619598751065123
3W,E_ONLY,42,class_9_f1,0.01119507416736636,-0.0030133155484658464,-0.0017280027557105629
3W,E_ONLY,43,macro_f1,0.5317152811326307,-0.021526620989298917,0.01227514227972315
3W,E_ONLY,43,recall_macro,0.5025732249172272,-0.06852525541249843,0.04960814768090194
3W,E_ONLY,43,auprc_fault_vs_normal,0.8811232774769149,-0.0040172969484488785,0.003020300235067497
3W,E_ONLY,43,auprc_multiclass_macro,0.6709771218402294,0.006165137762185746,0.004851973455290981
3W,E_ONLY,43,far,0.48533820336997346,-0.01212914785844732,0.011991316632783133
3W,E_ONLY,43,early_recall,0.928796489056434,-0.013813087267202984,0.013869352388454437
3W,E_ONLY,43,mean_detection_delay_seconds,311.3809523809524,-25.90476190476187,-10.666666666666629
3W,E_ONLY,43,class_2_recall,0.3961010190518387,-0.05183872396987155,0.0022153300841825097
3W,E_ONLY,43,class_8_recall,0.8333231874353199,9.131308212084743e-05,0.0008522554331283905
3W,E_ONLY,43,class_9_recall,0.26620689655172414,-0.23448275862068968,0.20735632183908045
3W,E_ONLY,43,class_2_f1,0.5665399239543726,-0.038487006027674076,0.005479652575388627
3W,E_ONLY,43,class_8_f1,0.8578545802064892,-0.0026697502348537183,0.00023240432338922368
3W,E_ONLY,43,class_9_f1,0.06067910291343534,-0.04851572311684642,0.046672427857353926
3W,E_ONLY,44,macro_f1,0.35611735726515864,-0.05002014910511887,-0.010569991016550206
3W,E_ONLY,44,recall_macro,0.3012366181130304,-0.053825839705008705,-0.001017288069410538
3W,E_ONLY,44,auprc_fault_vs_normal,0.4603699533385201,-0.007928939492261255,-0.07765592612063393
3W,E_ONLY,44,auprc_multiclass_macro,0.31793094954142354,-0.04739273950944456,-0.005298653328220604
3W,E_ONLY,44,far,0.3393404775851969,0.025602150167120363,-0.03483684228662004
3W,E_ONLY,44,early_recall,0.6736341641816238,-0.019045743543577354,-0.0588251842682721
3W,E_ONLY,44,mean_detection_delay_seconds,529.4583333333334,272.00000000000006,338.66666666666674
3W,E_ONLY,44,class_2_recall,0.281346920691183,0.00044306601683652413,0.002215330084182565
3W,E_ONLY,44,class_8_recall,0.2601814086564802,-0.19014427466975098,-0.04112132464844459
3W,E_ONLY,44,class_9_recall,0.002758620689655172,0.0,0.0
3W,E_ONLY,44,class_2_f1,0.42361574382921946,0.0015118823112434399,-0.003647735316253564
3W,E_ONLY,44,class_8_f1,0.36492486338797814,-0.1792890702543377,-0.03928093489703616
3W,E_ONLY,44,class_9_f1,0.0005352841466678562,-0.00028388439726005697,2.3796997782471853e-05
3W,S_ONLY,42,macro_f1,0.4682233134941231,-0.03261380182103463,-0.008138812716813382
3W,S_ONLY,42,recall_macro,0.4417942152314928,-0.030597029123662245,-0.0065256675834235445
3W,S_ONLY,42,auprc_fault_vs_normal,0.7690769910247597,-0.014784716675301679,-0.009985487369671309
3W,S_ONLY,42,auprc_multiclass_macro,0.5160545911514444,-0.008303038789928108,-0.0004546672321080747
3W,S_ONLY,42,far,0.48571723924054994,0.14124254849936252,0.04696599014506736
3W,S_ONLY,42,early_recall,0.9153772576379902,0.01865188769481796,0.013475496539695042
3W,S_ONLY,42,mean_detection_delay_seconds,52.13636363636363,-864.0,-913.4545454545455
3W,S_ONLY,42,class_2_recall,0.281346920691183,-0.0004430660168364686,-0.0004430660168364686
3W,S_ONLY,42,class_8_recall,0.961892007061545,0.019297498021549897,0.02130638582820965
3W,S_ONLY,42,class_9_recall,0.009655172413793104,0.0,0.0
3W,S_ONLY,42,class_2_f1,0.4321197686287853,0.003548340057356769,0.0022448108727866622
3W,S_ONLY,42,class_8_f1,0.7959199093313185,-0.03471108376195586,-0.004535984258973058
3W,S_ONLY,42,class_9_f1,0.014388489208633094,0.00018009949280088818,0.0014654122855561717
3W,S_ONLY,43,macro_f1,0.47691535397454615,-0.07632654814738343,-0.042524784878361366
3W,S_ONLY,43,recall_macro,0.413904402042516,-0.15719407828720966,-0.03906067519380929
3W,S_ONLY,43,auprc_fault_vs_normal,0.8922941332061144,0.007153558780750635,0.01419115596426701
3W,S_ONLY,43,auprc_multiclass_macro,0.6306639791933909,-0.03414800488465275,-0.035461169191547515
3W,S_ONLY,43,far,0.4666276144860618,-0.03083973674235896,-0.006719272251128505
3W,S_ONLY,43,early_recall,0.8452990491194509,-0.09731052720418609,-0.06962808754852867
3W,S_ONLY,43,mean_detection_delay_seconds,168.5,-168.78571428571428,-153.54761904761904
