dataset,split,group_type,group,metric,count,mean,std,min,p05,p25,median,p75,p95,max
TEP,train,unit,training:fault_07:0006,rho,26,0.5644594912345593,0.06545630322759774,0.4603646993637085,0.4639916718006134,0.48339465260505676,0.605567067861557,0.6147610694169998,0.6330070942640305,0.6376477479934692
TEP,train,unit,training:fault_07:0007,critical_energy_ratio,26,0.43946037040306973,0.06886911343722595,0.35828760266304016,0.35894767940044403,0.3731868863105774,0.4245942533016205,0.5128581672906876,0.544327050447464,0.5500667691230774
TEP,train,unit,training:fault_07:0007,safe_capacity,26,0.5605396318894166,0.06886910618636245,0.449933260679245,0.4556729421019554,0.48714185506105423,0.5754057466983795,0.6268131136894226,0.641052320599556,0.6417123675346375
TEP,train,unit,training:fault_07:0007,rho,26,0.5605396318894166,0.06886910618636245,0.449933260679245,0.4556729421019554,0.48714185506105423,0.5754057466983795,0.6268131136894226,0.641052320599556,0.6417123675346375
TEP,train,unit,training:fault_07:0008,critical_energy_ratio,26,0.43876434977237994,0.07133306859076236,0.3581171929836273,0.36002206057310104,0.3652225360274315,0.42046408355236053,0.5194772481918335,0.5483501851558685,0.551237940788269
TEP,train,unit,training:fault_07:0008,safe_capacity,26,0.5612356467888906,0.07133306525364297,0.44876208901405334,0.4516497999429703,0.4805227667093277,0.5795359015464783,0.6347774714231491,0.6399779170751572,0.6418827772140503
TEP,train,unit,training:fault_07:0008,rho,26,0.5612356467888906,0.07133306525364297,0.44876208901405334,0.4516497999429703,0.4805227667093277,0.5795359015464783,0.6347774714231491,0.6399779170751572,0.6418827772140503
TEP,train,unit,training:fault_08:0001,critical_energy_ratio,26,0.5060265568586496,0.030640384101425843,0.4268554151058197,0.45409252494573593,0.49123214930295944,0.503223180770874,0.5338034480810165,0.5493072867393494,0.5583808422088623
TEP,train,unit,training:fault_08:0001,safe_capacity,26,0.4939734431413504,0.030640380652445887,0.4416191875934601,0.45069272071123123,0.46619652956724167,0.49677684903144836,0.5087678730487823,0.5459074825048447,0.5731445550918579
TEP,train,unit,training:fault_08:0001,rho,26,0.4939734431413504,0.030640380652445887,0.4416191875934601,0.45069272071123123,0.46619652956724167,0.49677684903144836,0.5087678730487823,0.5459074825048447,0.5731445550918579
TEP,train,unit,training:fault_08:0002,critical_energy_ratio,26,0.5035010862808961,0.026501373624754368,0.4319841265678406,0.4475812166929245,0.49505776166915894,0.507826954126358,0.5192966759204865,0.5378606617450714,0.5424516797065735
TEP,train,unit,training:fault_08:0002,safe_capacity,26,0.49649891486534703,0.026501375026423735,0.4575482904911041,0.4621393233537674,0.48070334643125534,0.4921730160713196,0.5049422457814217,0.5524187833070755,0.5680158734321594
TEP,train,unit,training:fault_08:0002,rho,26,0.49649891486534703,0.026501375026423735,0.4575482904911041,0.4621393233537674,0.48070334643125534,0.4921730160713196,0.5049422457814217,0.5524187833070755,0.5680158734321594
TEP,train,unit,training:fault_08:0003,critical_energy_ratio,26,0.5374758702058059,0.01622080014909276,0.509586751461029,0.5125599354505539,0.53007972240448,0.533106118440628,0.5473446696996689,0.5682567954063416,0.5728355050086975
TEP,train,unit,training:fault_08:0003,safe_capacity,26,0.46252413323292363,0.016220794780752723,0.4271644949913025,0.43174322694540024,0.4526553526520729,0.46689386665821075,0.46992027759552,0.4874400570988655,0.49041327834129333
TEP,train,unit,training:fault_08:0003,rho,26,0.46252413323292363,0.016220794780752723,0.4271644949913025,0.43174322694540024,0.4526553526520729,0.46689386665821075,0.46992027759552,0.4874400570988655,0.49041327834129333
TEP,train,unit,training:fault_08:0005,critical_energy_ratio,26,0.5270487127395777,0.024695174151061355,0.4842536747455597,0.4874284043908119,0.503896951675415,0.5337165892124176,0.5496205985546112,0.5583493411540985,0.5661242604255676
TEP,train,unit,training:fault_08:0005,safe_capacity,26,0.4729512884066655,0.024695176628133867,0.4338757395744324,0.4416506588459015,0.4503793939948082,0.4662834107875824,0.49610304087400436,0.5125716179609299,0.5157462954521179
TEP,train,unit,training:fault_08:0005,rho,26,0.4729512884066655,0.024695176628133867,0.4338757395744324,0.4416506588459015,0.4503793939948082,0.4662834107875824,0.49610304087400436,0.5125716179609299,0.5157462954521179
TEP,train,unit,training:fault_08:0006,critical_energy_ratio,26,0.5165628171884097,0.025499429089481333,0.4717150628566742,0.4820585623383522,0.49386099725961685,0.5126505494117737,0.5335322767496109,0.5567869395017624,0.562126100063324
TEP,train,unit,training:fault_08:0006,safe_capacity,26,0.48343718625031984,0.025499429513413285,0.437873899936676,0.4432130604982376,0.4664677381515503,0.4873494654893875,0.5061389952898026,0.5179414600133896,0.5282849669456482
TEP,train,unit,training:fault_08:0006,rho,26,0.48343718625031984,0.025499429513413285,0.437873899936676,0.4432130604982376,0.4664677381515503,0.4873494654893875,0.5061389952898026,0.5179414600133896,0.5282849669456482
TEP,train,unit,training:fault_08:0007,critical_energy_ratio,26,0.5105028255627706,0.011816523602380207,0.48284241557121277,0.48953627049922943,0.5045931786298752,0.5130380094051361,0.5161288231611252,0.5303969234228134,0.5336343050003052
TEP,train,unit,training:fault_08:0007,safe_capacity,26,0.48949716755977046,0.011816522220251669,0.46636566519737244,0.46960310637950897,0.4838711842894554,0.4869619756937027,0.4954068437218666,0.5104637444019318,0.5171575546264648
TEP,train,unit,training:fault_08:0007,rho,26,0.48949716755977046,0.011816522220251669,0.46636566519737244,0.46960310637950897,0.4838711842894554,0.4869619756937027,0.4954068437218666,0.5104637444019318,0.5171575546264648
TEP,train,unit,training:fault_09:0001,critical_energy_ratio,26,0.35860937375288743,0.005989162272454396,0.34935134649276733,0.35000360012054443,0.3537285476922989,0.3590821921825409,0.36241647601127625,0.3692379891872406,0.37212374806404114
TEP,train,unit,training:fault_09:0001,safe_capacity,26,0.6413906262471125,0.0059891616857662274,0.6278762221336365,0.6307620108127594,0.6375835537910461,0.6409178078174591,0.6462714225053787,0.6499963998794556,0.6506486535072327
TEP,train,unit,training:fault_09:0001,rho,26,0.6413906262471125,0.0059891616857662274,0.6278762221336365,0.6307620108127594,0.6375835537910461,0.6409178078174591,0.6462714225053787,0.6499963998794556,0.6506486535072327
TEP,train,unit,training:fault_09:0002,critical_energy_ratio,26,0.3822140200779988,0.01066462682805007,0.359706312417984,0.36449670046567917,0.3748115822672844,0.38487984240055084,0.39155660569667816,0.3944472298026085,0.40015143156051636
TEP,train,unit,training:fault_09:0002,safe_capacity,26,0.6177859764832717,0.01066462374728426,0.5998485684394836,0.6055527776479721,0.6084433943033218,0.615120142698288,0.6251884400844574,0.6355033218860626,0.6402936577796936
TEP,train,unit,training:fault_09:0002,rho,26,0.6177859764832717,0.01066462374728426,0.5998485684394836,0.6055527776479721,0.6084433943033218,0.615120142698288,0.6251884400844574,0.6355033218860626,0.6402936577796936
TEP,train,unit,training:fault_09:0004,critical_energy_ratio,26,0.3647569910838054,0.009153504904723078,0.3504459261894226,0.35476306825876236,0.3579852804541588,0.3602844625711441,0.37186799943447113,0.3796272277832031,0.37990206480026245
TEP,train,unit,training:fault_09:0004,safe_capacity,26,0.6352430077699515,0.009153503980575607,0.6200979351997375,0.6203727722167969,0.6281319707632065,0.6397155225276947,0.6420147269964218,0.645236924290657,0.6495540738105774
TEP,train,unit,training:fault_09:0004,rho,26,0.6352430077699515,0.009153503980575607,0.6200979351997375,0.6203727722167969,0.6281319707632065,0.6397155225276947,0.6420147269964218,0.645236924290657,0.6495540738105774
TEP,train,unit,training:fault_09:0005,critical_energy_ratio,26,0.36614191646759325,0.010341467968553151,0.3578104078769684,0.3582054227590561,0.36030998080968857,0.36353133618831635,0.36548785120248795,0.3925710618495941,0.3947318494319916
TEP,train,unit,training:fault_09:0005,safe_capacity,26,0.6338580869711362,0.010341468771104964,0.6052681803703308,0.6074289381504059,0.6345121264457703,0.6364686489105225,0.6396899968385696,0.6417945921421051,0.642189621925354
TEP,train,unit,training:fault_09:0005,rho,26,0.6338580869711362,0.010341468771104964,0.6052681803703308,0.6074289381504059,0.6345121264457703,0.6364686489105225,0.6396899968385696,0.6417945921421051,0.642189621925354
TEP,train,unit,training:fault_09:0006,critical_energy_ratio,26,0.36622715110962206,0.009752478412440676,0.35406529903411865,0.3547193631529808,0.3591968044638634,0.3638186752796173,0.3730064108967781,0.3860456794500351,0.3867243230342865
TEP,train,unit,training:fault_09:0006,safe_capacity,26,0.6337728454516485,0.009752476598106925,0.6132757067680359,0.6139543205499649,0.6269935816526413,0.6361813247203827,0.640803188085556,0.6452806442975998,0.6459347009658813
TEP,train,unit,training:fault_09:0006,rho,26,0.6337728454516485,0.009752476598106925,0.6132757067680359,0.6139543205499649,0.6269935816526413,0.6361813247203827,0.640803188085556,0.6452806442975998,0.6459347009658813
TEP,train,unit,training:fault_09:0008,critical_energy_ratio,26,0.3579939580880679,0.006525942017847357,0.34699034690856934,0.3485727906227112,0.35299285501241684,0.3581673800945282,0.3633183389902115,0.36678744852542877,0.37250903248786926
TEP,train,unit,training:fault_09:0008,safe_capacity,26,0.6420060373269595,0.006525938120528044,0.6274909973144531,0.6332125216722488,0.6366816908121109,0.6418326199054718,0.6470071375370026,0.65142722427845,0.6530096530914307
TEP,train,unit,training:fault_09:0008,rho,26,0.6420060373269595,0.006525938120528044,0.6274909973144531,0.6332125216722488,0.6366816908121109,0.6418326199054718,0.6470071375370026,0.65142722427845,0.6530096530914307
TEP,train,unit,training:fault_10:0001,critical_energy_ratio,26,0.40476759809714097,0.025952286088997616,0.35682758688926697,0.3629237115383148,0.38971659541130066,0.40343502163887024,0.41820381581783295,0.44977467507123947,0.45414653420448303
TEP,train,unit,training:fault_10:0001,safe_capacity,26,0.5952323996103727,0.025952292820849078,0.5458534359931946,0.5502253025770187,0.581796184182167,0.5965650081634521,0.6102834343910217,0.6370762884616852,0.6431723833084106
TEP,train,unit,training:fault_10:0001,rho,26,0.5952323996103727,0.025952292820849078,0.5458534359931946,0.5502253025770187,0.581796184182167,0.5965650081634521,0.6102834343910217,0.6370762884616852,0.6431723833084106
TEP,train,unit,training:fault_10:0002,critical_energy_ratio,26,0.43312309911617863,0.025693815393210744,0.38105863332748413,0.39692897349596024,0.41290318965911865,0.43057481944561005,0.45166150480508804,0.46884142607450485,0.475477010011673
TEP,train,unit,training:fault_10:0002,safe_capacity,26,0.5668769020300645,0.025693811515301427,0.5245230197906494,0.5311585664749146,0.5483385026454926,0.5694251954555511,0.5870968103408813,0.6030710339546204,0.6189413666725159
TEP,train,unit,training:fault_10:0002,rho,26,0.5668769020300645,0.025693811515301427,0.5245230197906494,0.5311585664749146,0.5483385026454926,0.5694251954555511,0.5870968103408813,0.6030710339546204,0.6189413666725159
TEP,train,unit,training:fault_10:0003,critical_energy_ratio,26,0.3912951877483955,0.00966610766993158,0.37273916602134705,0.3812398985028267,0.38480331003665924,0.3891053795814514,0.39774060994386673,0.40910057723522186,0.41067907214164734
TEP,train,unit,training:fault_10:0003,safe_capacity,26,0.6087048099591181,0.009666102289640918,0.589320957660675,0.5908994227647781,0.6022593677043915,0.6108945906162262,0.6151966899633408,0.6187600940465927,0.6272608041763306
TEP,train,unit,training:fault_10:0003,rho,26,0.6087048099591181,0.009666102289640918,0.589320957660675,0.5908994227647781,0.6022593677043915,0.6108945906162262,0.6151966899633408,0.6187600940465927,0.6272608041763306
TEP,train,unit,training:fault_10:0004,critical_energy_ratio,26,0.3954678177833557,0.02479067515539356,0.3561359941959381,0.3592449799180031,0.37632036954164505,0.39215826988220215,0.41470905393362045,0.43849092721939087,0.4409625828266144
TEP,train,unit,training:fault_10:0004,safe_capacity,26,0.6045321845091306,0.024790687775924893,0.5590373873710632,0.5615090429782867,0.5852909237146378,0.6078417599201202,0.6236796528100967,0.6407550275325775,0.6438640356063843
TEP,train,unit,training:fault_10:0004,rho,26,0.6045321845091306,0.024790687775924893,0.5590373873710632,0.5615090429782867,0.5852909237146378,0.6078417599201202,0.6236796528100967,0.6407550275325775,0.6438640356063843
TEP,train,unit,training:fault_10:0007,critical_energy_ratio,26,0.3938127882205523,0.018963480994068364,0.3732146620750427,0.375619575381279,0.3832066059112549,0.38665972650051117,0.3969437927007675,0.4354228377342224,0.44284239411354065
TEP,train,unit,training:fault_10:0007,safe_capacity,26,0.6061872106332046,0.018963477391621592,0.5571576356887817,0.5645771622657776,0.6030562371015549,0.6133402585983276,0.6167934089899063,0.624380424618721,0.6267853379249573
TEP,train,unit,training:fault_10:0007,rho,26,0.6061872106332046,0.018963477391621592,0.5571576356887817,0.5645771622657776,0.6030562371015549,0.6133402585983276,0.6167934089899063,0.624380424618721,0.6267853379249573
TEP,train,unit,training:fault_10:0008,critical_energy_ratio,26,0.382868903187605,0.01680086205852098,0.3549768030643463,0.35648175328969955,0.3719179108738899,0.38017866015434265,0.39785388857126236,0.4067884534597397,0.41091156005859375
TEP,train,unit,training:fault_10:0008,safe_capacity,26,0.6171310956661518,0.016800860008570565,0.5890884399414062,0.5932115465402603,0.6021461188793182,0.6198213398456573,0.6280820816755295,0.6435182243585587,0.6450232267379761
TEP,train,unit,training:fault_10:0008,rho,26,0.6171310956661518,0.016800860008570565,0.5890884399414062,0.5932115465402603,0.6021461188793182,0.6198213398456573,0.6280820816755295,0.6435182243585587,0.6450232267379761
TEP,train,unit,training:fault_11:0001,critical_energy_ratio,26,0.3713232267361421,0.005409442214434497,0.3616470992565155,0.3622652292251587,0.36759987473487854,0.37160947918891907,0.37630484998226166,0.3784448802471161,0.3791741132736206
TEP,train,unit,training:fault_11:0001,safe_capacity,26,0.6286767744101011,0.005409447292148977,0.6208258867263794,0.6215551048517227,0.6236951649188995,0.6283905506134033,0.6324000954627991,0.6377347707748413,0.6383529305458069
TEP,train,unit,training:fault_11:0001,rho,26,0.6286767744101011,0.005409447292148977,0.6208258867263794,0.6215551048517227,0.6236951649188995,0.6283905506134033,0.6324000954627991,0.6377347707748413,0.6383529305458069
TEP,train,unit,training:fault_11:0002,critical_energy_ratio,26,0.38944333906357104,0.012157600571453533,0.36710262298583984,0.3695211559534073,0.37959932535886765,0.39096903800964355,0.39796917140483856,0.4074217602610588,0.412994384765625
TEP,train,unit,training:fault_11:0002,safe_capacity,26,0.6105566666676447,0.012157595834242977,0.587005615234375,0.5925782471895218,0.6020308136940002,0.6090309619903564,0.6204006969928741,0.6304788440465927,0.6328973770141602
TEP,train,unit,training:fault_11:0002,rho,26,0.6105566666676447,0.012157595834242977,0.587005615234375,0.5925782471895218,0.6020308136940002,0.6090309619903564,0.6204006969928741,0.6304788440465927,0.6328973770141602
TEP,train,unit,training:fault_11:0003,critical_energy_ratio,26,0.3864955993799063,0.008891396323141829,0.36806520819664,0.3712604269385338,0.38028939813375473,0.3876957297325134,0.393327921628952,0.39871975034475327,0.4018726348876953
TEP,train,unit,training:fault_11:0003,safe_capacity,26,0.6135044006200937,0.008891398563701362,0.5981273651123047,0.6012802720069885,0.6066721081733704,0.6123042702674866,0.6197105795145035,0.628739595413208,0.6319348216056824
TEP,train,unit,training:fault_11:0003,rho,26,0.6135044006200937,0.008891398563701362,0.5981273651123047,0.6012802720069885,0.6066721081733704,0.6123042702674866,0.6197105795145035,0.628739595413208,0.6319348216056824
TEP,train,unit,training:fault_11:0004,critical_energy_ratio,26,0.3746421830012248,0.007652337595341813,0.36050617694854736,0.36439934372901917,0.3691134676337242,0.37304040789604187,0.3802420124411583,0.38666990399360657,0.3880719542503357
TEP,train,unit,training:fault_11:0004,safe_capacity,26,0.6253578181450183,0.007652342629707074,0.6119280457496643,0.6133300811052322,0.6197579950094223,0.6269595623016357,0.6308865547180176,0.6356006860733032,0.6394938230514526
TEP,train,unit,training:fault_11:0004,rho,26,0.6253578181450183,0.007652342629707074,0.6119280457496643,0.6133300811052322,0.6197579950094223,0.6269595623016357,0.6308865547180176,0.6356006860733032,0.6394938230514526
TEP,train,unit,training:fault_11:0007,critical_energy_ratio,26,0.377119127374429,0.008583764175752125,0.3644617795944214,0.36613649874925613,0.3690648451447487,0.3767329007387161,0.38482971489429474,0.3903300538659096,0.3913781940937042
TEP,train,unit,training:fault_11:0007,safe_capacity,26,0.6228808783567868,0.008583767602870612,0.6086218357086182,0.6096699237823486,0.6151702851057053,0.6232671141624451,0.6309351772069931,0.6338635236024857,0.6355382204055786
TEP,train,unit,training:fault_11:0007,rho,26,0.6228808783567868,0.008583767602870612,0.6086218357086182,0.6096699237823486,0.6151702851057053,0.6232671141624451,0.6309351772069931,0.6338635236024857,0.6355382204055786
TEP,train,unit,training:fault_11:0008,critical_energy_ratio,26,0.37055491025631243,0.008295921732998895,0.35387924313545227,0.35538920015096664,0.367929570376873,0.37207673490047455,0.3749743551015854,0.378835991024971,0.3922854959964752
TEP,train,unit,training:fault_11:0008,safe_capacity,26,0.6294450920361739,0.008295916024052911,0.6077145338058472,0.6211640238761902,0.6250256448984146,0.6279232800006866,0.6320704370737076,0.6446108222007751,0.6461207270622253
TEP,train,unit,training:fault_11:0008,rho,26,0.6294450920361739,0.008295916024052911,0.6077145338058472,0.6211640238761902,0.6250256448984146,0.6279232800006866,0.6320704370737076,0.6446108222007751,0.6461207270622253
TEP,train,unit,training:fault_12:0001,critical_energy_ratio,26,0.5019138627327405,0.047852355052228034,0.4064413905143738,0.41323690861463547,0.4690750390291214,0.5192010402679443,0.5424137115478516,0.5562154799699783,0.5672540664672852
TEP,train,unit,training:fault_12:0001,safe_capacity,26,0.4980861372672595,0.047852356233796974,0.43274593353271484,0.44378452748060226,0.45758628845214844,0.48079894483089447,0.5309249609708786,0.5867630988359451,0.5935586094856262
TEP,train,unit,training:fault_12:0001,rho,26,0.4980861372672595,0.047852356233796974,0.43274593353271484,0.44378452748060226,0.45758628845214844,0.48079894483089447,0.5309249609708786,0.5867630988359451,0.5935586094856262
TEP,train,unit,training:fault_12:0002,critical_energy_ratio,26,0.5303953633858607,0.01996708429342831,0.4906689524650574,0.49926765263080597,0.5160810053348541,0.5306122899055481,0.5488800555467606,0.5579776465892792,0.5586112141609192
TEP,train,unit,training:fault_12:0002,safe_capacity,26,0.4696046354678961,0.01996709134401616,0.4413887858390808,0.44202233105897903,0.45111993700265884,0.4693877249956131,0.48391901701688766,0.500732347369194,0.5093310475349426
TEP,train,unit,training:fault_12:0002,rho,26,0.4696046354678961,0.01996709134401616,0.4413887858390808,0.44202233105897903,0.45111993700265884,0.4693877249956131,0.48391901701688766,0.500732347369194,0.5093310475349426
TEP,train,unit,training:fault_12:0003,critical_energy_ratio,26,0.5172183972138625,0.015913247672584195,0.4720027446746826,0.4921100363135338,0.5114092081785202,0.518304169178009,0.5280979573726654,0.5375549346208572,0.541563093662262
TEP,train,unit,training:fault_12:0003,safe_capacity,26,0.48278160049365115,0.015913249702605853,0.45843690633773804,0.46244504302740097,0.4719020426273346,0.48169584572315216,0.4885907843708992,0.5078899711370468,0.5279972553253174
TEP,train,unit,training:fault_12:0003,rho,26,0.48278160049365115,0.015913249702605853,0.45843690633773804,0.46244504302740097,0.4719020426273346,0.48169584572315216,0.4885907843708992,0.5078899711370468,0.5279972553253174
TEP,train,unit,training:fault_12:0004,critical_energy_ratio,26,0.5343185949784058,0.02631445076913243,0.4471434950828552,0.49066144973039627,0.5222030729055405,0.5322918593883514,0.5551440715789795,0.5626114159822464,0.5688389539718628
TEP,train,unit,training:fault_12:0004,safe_capacity,26,0.4656814096065668,0.02631444956670429,0.4311610758304596,0.4373885840177536,0.4448559284210205,0.46770815551280975,0.4777969494462013,0.5093385353684425,0.5528565049171448
TEP,train,unit,training:fault_12:0004,rho,26,0.4656814096065668,0.02631444956670429,0.4311610758304596,0.4373885840177536,0.4448559284210205,0.46770815551280975,0.4777969494462013,0.5093385353684425,0.5528565049171448
TEP,train,unit,training:fault_12:0006,critical_energy_ratio,26,0.5329956836425341,0.03369264390575708,0.4757150709629059,0.48335379362106323,0.5047851651906967,0.5384277105331421,0.5639795213937759,0.5707629024982452,0.579071581363678
TEP,train,unit,training:fault_12:0006,safe_capacity,26,0.46700432438116807,0.03369264300470958,0.420928418636322,0.42923709750175476,0.43602050840854645,0.4615722894668579,0.49521486461162567,0.5166461914777756,0.5242848992347717
TEP,train,unit,training:fault_12:0006,rho,26,0.46700432438116807,0.03369264300470958,0.420928418636322,0.42923709750175476,0.43602050840854645,0.4615722894668579,0.49521486461162567,0.5166461914777756,0.5242848992347717
TEP,train,unit,training:fault_12:0007,critical_energy_ratio,26,0.5126809821679041,0.029553107199170033,0.43218573927879333,0.4631016254425049,0.49543682485818863,0.519737958908081,0.5368456244468689,0.5446140766143799,0.5490506291389465
TEP,train,unit,training:fault_12:0007,safe_capacity,26,0.4873190098083936,0.02955310768824155,0.4509493410587311,0.4553859308362007,0.4631543457508087,0.48026202619075775,0.5045631527900696,0.5368983447551727,0.567814290523529
TEP,train,unit,training:fault_12:0007,rho,26,0.4873190098083936,0.02955310768824155,0.4509493410587311,0.4553859308362007,0.4631543457508087,0.48026202619075775,0.5045631527900696,0.5368983447551727,0.567814290523529
TEP,train,unit,training:fault_13:0003,critical_energy_ratio,26,0.5395237173025424,0.023367143864031208,0.4491787254810333,0.508688747882843,0.5305326581001282,0.5446847081184387,0.5520544052124023,0.5639594942331314,0.5652798414230347
TEP,train,unit,training:fault_13:0003,safe_capacity,26,0.4604762918674029,0.023367146228243752,0.4347201883792877,0.436040498316288,0.44794562458992004,0.4553152918815613,0.46946731954813004,0.491311252117157,0.5508213043212891
TEP,train,unit,training:fault_13:0003,rho,26,0.4604762918674029,0.023367146228243752,0.4347201883792877,0.436040498316288,0.44794562458992004,0.4553152918815613,0.46946731954813004,0.491311252117157,0.5508213043212891
TEP,train,unit,training:fault_13:0004,critical_energy_ratio,26,0.545300522675881,0.04131762258182589,0.37694287300109863,0.47491976618766785,0.5421876609325409,0.5570985674858093,0.5675414502620697,0.5751983523368835,0.5815178751945496
TEP,train,unit,training:fault_13:0004,safe_capacity,26,0.45469947847036213,0.04131762180342274,0.4184821546077728,0.42480166256427765,0.4324585348367691,0.4429014325141907,0.4578123614192009,0.5250802338123322,0.6230571269989014
TEP,train,unit,training:fault_13:0004,rho,26,0.45469947847036213,0.04131762180342274,0.4184821546077728,0.42480166256427765,0.4324585348367691,0.4429014325141907,0.4578123614192009,0.5250802338123322,0.6230571269989014
TEP,train,unit,training:fault_13:0005,critical_energy_ratio,26,0.5278153751905148,0.05220165953668414,0.3749583661556244,0.40279101580381393,0.5251515954732895,0.5428413152694702,0.5606781393289566,0.5704779624938965,0.5740711092948914
TEP,train,unit,training:fault_13:0005,safe_capacity,26,0.4721846179320262,0.052201660881368246,0.42592886090278625,0.4295220375061035,0.4393218830227852,0.4571586847305298,0.4748484119772911,0.5972089916467667,0.6250416040420532
TEP,train,unit,training:fault_13:0005,rho,26,0.4721846179320262,0.052201660881368246,0.42592886090278625,0.4295220375061035,0.4393218830227852,0.4571586847305298,0.4748484119772911,0.5972089916467667,0.6250416040420532
TEP,train,unit,training:fault_13:0006,critical_energy_ratio,26,0.5163000099934064,0.02893937819540639,0.4609810411930084,0.4661325290799141,0.4896758124232292,0.5288682579994202,0.537682294845581,0.5531708300113678,0.5591628551483154
TEP,train,unit,training:fault_13:0006,safe_capacity,26,0.4836999877141072,0.028939377650993834,0.44083714485168457,0.4468291476368904,0.46231770515441895,0.47113174200057983,0.510324165225029,0.5338674932718277,0.5390189290046692
TEP,train,unit,training:fault_13:0006,rho,26,0.4836999877141072,0.028939377650993834,0.44083714485168457,0.4468291476368904,0.46231770515441895,0.47113174200057983,0.510324165225029,0.5338674932718277,0.5390189290046692
TEP,train,unit,training:fault_13:0007,critical_energy_ratio,26,0.5297342859781705,0.04916875708737472,0.38793423771858215,0.40563836693763733,0.5283375829458237,0.540685385465622,0.556883692741394,0.5744007974863052,0.5806922912597656
TEP,train,unit,training:fault_13:0007,safe_capacity,26,0.47026571746055895,0.04916876167094146,0.4193077087402344,0.42559922486543655,0.44311628490686417,0.45931461453437805,0.4716624394059181,0.5943616330623627,0.6120657920837402
TEP,train,unit,training:fault_13:0007,rho,26,0.47026571746055895,0.04916876167094146,0.4193077087402344,0.42559922486543655,0.44311628490686417,0.45931461453437805,0.4716624394059181,0.5943616330623627,0.6120657920837402
TEP,train,unit,training:fault_13:0008,critical_energy_ratio,26,0.5344878114186801,0.0213280559577714,0.4791899025440216,0.4987671300768852,0.522570788860321,0.5350911617279053,0.5476639419794083,0.5659907460212708,0.5749167203903198
TEP,train,unit,training:fault_13:0008,safe_capacity,26,0.46551218972756314,0.0213280604687335,0.4250832498073578,0.43400925397872925,0.45233607292175293,0.4649088531732559,0.47742921113967896,0.501232847571373,0.5208101272583008
TEP,train,unit,training:fault_13:0008,rho,26,0.46551218972756314,0.0213280604687335,0.4250832498073578,0.43400925397872925,0.45233607292175293,0.4649088531732559,0.47742921113967896,0.501232847571373,0.5208101272583008
TEP,train,unit,training:fault_14:0001,critical_energy_ratio,26,0.3422366243142348,0.002922350533375561,0.3365182876586914,0.3373876139521599,0.34029097110033035,0.34210094809532166,0.34426216781139374,0.3467204198241234,0.34881600737571716
TEP,train,unit,training:fault_14:0001,safe_capacity,26,0.6577633825632242,0.0029223506949652978,0.6511839628219604,0.6532796025276184,0.6557378172874451,0.6578990817070007,0.6597090363502502,0.6626123934984207,0.6634817123413086
TEP,train,unit,training:fault_14:0001,rho,26,0.6577633825632242,0.0029223506949652978,0.6511839628219604,0.6532796025276184,0.6557378172874451,0.6578990817070007,0.6597090363502502,0.6626123934984207,0.6634817123413086
TEP,train,unit,training:fault_14:0003,critical_energy_ratio,26,0.3508949096386249,0.0046038427363647,0.3418042063713074,0.3442988693714142,0.3470362052321434,0.3498932868242264,0.3549491614103317,0.3580752983689308,0.3588063418865204
TEP,train,unit,training:fault_14:0003,safe_capacity,26,0.6491050857764024,0.004603849712721549,0.6411936283111572,0.6419246792793274,0.6450508236885071,0.6501067280769348,0.6529638022184372,0.6557011306285858,0.6581957936286926
TEP,train,unit,training:fault_14:0003,rho,26,0.6491050857764024,0.004603849712721549,0.6411936283111572,0.6419246792793274,0.6450508236885071,0.6501067280769348,0.6529638022184372,0.6557011306285858,0.6581957936286926
TEP,train,unit,training:fault_14:0004,critical_energy_ratio,26,0.345064830321532,0.0038319981812676364,0.33886653184890747,0.3398296386003494,0.34220314025878906,0.34439435601234436,0.3477898836135864,0.3520200625061989,0.3527812063694
TEP,train,unit,training:fault_14:0004,safe_capacity,26,0.6549351719709543,0.003832000178160199,0.6472188234329224,0.6479799300432205,0.6522101163864136,0.6556056439876556,0.6577968895435333,0.6601703613996506,0.6611334681510925
TEP,train,unit,training:fault_14:0004,rho,26,0.6549351719709543,0.003832000178160199,0.6472188234329224,0.6479799300432205,0.6522101163864136,0.6556056439876556,0.6577968895435333,0.6601703613996506,0.6611334681510925
TEP,train,unit,training:fault_14:0005,critical_energy_ratio,26,0.34463841296159303,0.0038319527095247953,0.3382192552089691,0.3397452235221863,0.34238243848085403,0.3440622240304947,0.34652745723724365,0.3520529791712761,0.3537212014198303
TEP,train,unit,training:fault_14:0005,safe_capacity,26,0.6553615835996774,0.0038319456822810565,0.6462787985801697,0.6479470282793045,0.6534725427627563,0.6559377610683441,0.6576175391674042,0.6602547466754913,0.6617807149887085
TEP,train,unit,training:fault_14:0005,rho,26,0.6553615835996774,0.0038319456822810565,0.6462787985801697,0.6479470282793045,0.6534725427627563,0.6559377610683441,0.6576175391674042,0.6602547466754913,0.6617807149887085
TEP,train,unit,training:fault_14:0006,critical_energy_ratio,26,0.3456365901690263,0.004169008363401501,0.33813077211380005,0.3404347896575928,0.3420063257217407,0.3452773988246918,0.34873854368925095,0.35274240374565125,0.3539336621761322
TEP,train,unit,training:fault_14:0006,safe_capacity,26,0.6543634144159464,0.004169000210746952,0.6460663676261902,0.6472576260566711,0.6512614488601685,0.6547226011753082,0.6579936742782593,0.6595652103424072,0.6618692278862
